# m/z,Intensity
1156.7000,0.3526
1156.8000,1.6732
1156.9000,1.0000
1157.0000,1.0000
1157.1000,0.0143
1157.3000,0.8351
1157.4000,0.3589
1157.5000,0.1491
1157.6000,0.0719
1157.7000,0.8263
1157.8000,0.9930
1157.9000,1.0000
1158.0000,0.0702
1158.1000,1.7333
1158.2000,2.2912
1158.4000,1.2161
1158.5000,0.0175
1158.6000,2.4158
1158.7000,0.5842
1158.8000,1.6281
1158.9000,1.0000
1159.0000,1.9474
1159.1000,0.2561
1159.2000,1.3912
1159.3000,0.6839
1159.4000,1.2140
1159.5000,1.0965
1159.6000,0.3000
1159.8000,2.7286
1159.9000,0.9368
1160.0000,1.8596
1160.1000,0.6877
1160.3000,1.0000
1160.6000,0.3789
1160.7000,1.4175
1160.8000,0.2140
1161.0000,0.1930
1161.1000,0.8105
1161.2000,1.2175
1161.3000,0.1877
1161.5000,1.0000
1161.6000,0.8632
1161.7000,0.7298
1161.8000,1.6421
1161.9000,1.0000
1162.0000,0.2368
1162.1000,0.4404
1162.2000,1.2750
1162.3000,0.1702
1162.4000,0.0336
1162.5000,0.7368
1162.6000,1.2947
1162.7000,0.6351
1162.8000,1.0000
1163.1000,1.4304
1163.3000,0.1702
1163.4000,0.0246
1163.5000,0.2281
1163.6000,0.4140
1163.8000,0.1877
1163.9000,0.0158
1164.1000,0.3946
1164.2000,2.1825
1164.4000,0.9895
1164.5000,0.8246
1164.6000,0.3614
1164.7000,0.8702
1164.9000,1.0000
1165.0000,1.7368
1165.2000,1.4702
1165.3000,0.7158
1165.5000,1.1786
1165.6000,0.2912
1165.7000,0.4860
1165.8000,1.3439
1165.9000,1.0000
1166.0000,1.0439
1166.1000,1.0000
1166.2000,0.5754
1166.4000,0.4070
1166.5000,0.0175
1166.6000,0.8228
1166.7000,1.3632
1166.8000,0.4509
1167.0000,0.9211
1167.1000,0.1158
1167.3000,0.4877
1167.5000,0.8496
1167.6000,0.0368
1167.7000,0.4456
1167.8000,0.4088
1167.9000,1.1544
1168.1000,0.1263
1168.2000,1.0000
1168.3000,1.6877
1168.4000,1.9965
1168.5000,0.3190
1168.6000,1.8614
1168.7000,1.0000
1169.0000,0.4138
1169.1000,0.4702
1169.2000,0.9509
1169.3000,1.0000
1169.5000,1.0000
1169.6000,1.3431
1169.8000,2.9842
1169.9000,1.6000
1170.1000,1.3655
1170.2000,0.7228
1170.3000,0.3000
1170.4000,0.9316
1170.5000,1.0000
1170.6000,0.8456
1170.7000,1.0000
1170.8000,1.0000
1170.9000,0.0456
1171.2000,0.4596
1171.5000,1.0000
1171.6000,1.1596
1171.7000,0.3368
1171.8000,2.9895
1171.9000,0.3263
1172.0000,0.4737
1172.1000,2.0105
1172.2000,0.8123
1172.3000,2.2877
1172.5000,2.0789
1172.6000,1.2772
1172.7000,0.1158
1172.8000,2.3789
1172.9000,0.6246
1173.0000,2.5345
1173.1000,1.6947
1173.2000,1.0000
1173.3000,0.9596
1173.4000,2.5825
1173.5000,3.7414
1173.6000,3.0737
1173.7000,5.2947
1173.8000,3.7474
1173.9000,1.9586
1174.0000,1.5789
1174.1000,2.4807
1174.2000,3.5879
1174.3000,1.0000
1174.4000,3.4316
1174.5000,2.0000
1174.6000,3.4421
1174.7000,2.6517
1174.8000,6.0000
1174.9000,7.9579
1175.0000,20.4956
1175.1000,30.0259
1175.2000,38.0684
1175.3000,36.9517
1175.4000,31.3368
1175.5000,13.2759
1175.6000,15.4000
1175.7000,17.4105
1175.8000,8.0000
1175.9000,10.1088
1176.0000,14.1404
1176.1000,8.2053
1176.2000,13.2509
1176.3000,38.8000
1176.4000,153.0845
1176.5000,505.6140
1176.6000,980.4316
1176.7000,1192.3649
1176.8000,905.4724
1176.9000,530.3080
1177.0000,233.7368
1177.1000,87.0509
1177.2000,34.5526
1177.3000,20.5386
1177.4000,15.4842
1177.5000,12.0000
1177.6000,13.0759
1177.7000,17.9263
1177.8000,10.1897
1177.9000,12.4207
1178.0000,9.4569
1178.1000,7.3086
1178.2000,4.3207
1178.3000,3.9879
1178.4000,7.2632
1178.5000,3.4035
1178.6000,2.6526
1178.7000,7.4000
1178.8000,5.2425
1178.9000,3.0895
1179.0000,5.8684
1179.1000,1.6105
1179.2000,2.0368
1179.3000,2.9789
1179.4000,4.0000
1179.5000,1.5862
1179.6000,6.9404
1179.7000,5.0897
1179.8000,6.0138
1179.9000,6.2316
1180.0000,1.5351
1180.1000,3.0000
1180.2000,1.5421
1180.3000,3.9789
1180.4000,3.7754
1180.5000,4.0345
1180.6000,1.0000
1180.7000,2.0947
1180.8000,2.6948
1180.9000,6.0421
1181.0000,3.0776
1181.1000,2.0000
1181.2000,2.8000
1181.3000,3.8207
1181.4000,3.6526
1181.5000,3.3103
1181.6000,3.0000
1181.7000,3.0000
1181.8000,4.0000
1181.9000,3.2158
1182.0000,2.2105
1182.1000,3.3914
1182.2000,2.3123
1182.3000,0.7158
1182.4000,7.8655
1182.5000,11.3509
1182.6000,13.4069
1182.7000,32.7158
1182.8000,21.9158
1182.9000,14.8842
1183.0000,10.0776
1183.1000,6.8310
1183.2000,3.0561
1183.3000,4.9828
1183.4000,1.3310
1183.5000,3.4655
1183.6000,4.2248
1183.7000,6.7456
1183.8000,4.7649
1183.9000,3.0000
1184.0000,2.0000
1184.1000,3.0000
1184.2000,1.1655
1184.3000,3.5483
1184.4000,2.0000
1184.5000,1.8103
1184.6000,1.8982
1184.7000,4.0000
1184.8000,4.0000
1184.9000,2.6862
1185.0000,4.4224
1185.1000,1.3930
1185.2000,4.7404
1185.3000,1.0000
1185.4000,1.9793
1185.5000,3.7544
1185.6000,2.7397
1185.7000,2.3914
1185.8000,2.5421
1185.9000,4.0000
1186.0000,4.6983
1186.1000,2.1895
1186.2000,9.0000
1186.3000,10.1544
1186.4000,11.1517
1186.5000,7.2566
1186.6000,4.5362
1186.7000,5.6772
1186.8000,1.7947
1186.9000,1.0000
1187.0000,4.0000
1187.1000,0.6737
1187.2000,2.5931
1187.3000,1.1793
1187.4000,3.6000
1187.5000,0.6724
1187.6000,3.3737
1187.7000,2.9086
1187.8000,1.9603
1187.9000,2.1534
1188.0000,3.1579
1188.1000,2.3724
1188.2000,2.0414
1188.4000,2.0000
1188.5000,5.0000
1188.6000,3.0035
1188.7000,5.6017
1188.8000,3.9862
1188.9000,4.0810
1189.0000,1.4912
1189.1000,1.6070
1189.2000,1.5544
1189.3000,0.1586
1189.4000,2.0000
1189.5000,1.1579
1189.6000,0.1947
1189.7000,1.6211
1189.8000,2.0000
1189.9000,0.4579
1190.0000,1.6667
1190.1000,2.5649
1190.2000,2.8982
1190.3000,1.0138
1190.4000,0.2552
1190.5000,0.2500
1190.6000,1.0914
1190.7000,1.8737
1190.8000,1.0000
1190.9000,0.6000
1191.0000,2.3793
1191.1000,2.7724
1191.2000,1.0379
1191.3000,0.1517
1191.4000,1.7322
1191.5000,2.1316
1191.6000,0.4845
1191.7000,0.8034
1191.8000,0.5860
1191.9000,2.4470
1192.0000,1.9310
1192.1000,2.0000
1192.2000,2.5754
1192.3000,2.5103
1192.4000,1.3776
1192.5000,1.0000
1192.6000,0.5879
1192.7000,0.6070
1192.8000,2.0000
1192.9000,1.9193
1193.0000,1.0175
1193.1000,0.8690
1193.2000,0.7684
1193.3000,2.3414
1193.4000,3.0000
1193.5000,2.0000
1193.6000,2.3431
1193.7000,3.7000
1193.8000,4.8672
1193.9000,2.9724
1194.0000,1.8276
1194.1000,1.1828
1194.2000,3.1474
1194.4000,1.5017
1194.5000,1.4052
1194.6000,1.8895
1194.7000,1.8018
1194.8000,1.0983
1194.9000,1.0069
1195.1000,0.2035
1195.2000,1.0000
1195.3000,0.5897
1195.4000,2.9690
1195.5000,0.6121
1195.6000,2.2914
1195.7000,0.5845
1195.8000,1.9017
1195.9000,0.0070
1196.0000,1.8947
1196.1000,0.4070
1196.2000,0.2966
1196.3000,1.3931
1196.5000,1.5948
1196.7000,0.7879
1196.8000,1.1155
1196.9000,1.0000
1197.0000,1.8276
1197.1000,3.3263
1197.2000,1.0000
1197.3000,1.6414
1197.4000,0.9276
1197.5000,1.3421
1197.6000,1.6397
1197.7000,1.4724
1197.8000,2.1702
1197.9000,0.0793
1198.0000,0.0345
1198.1000,1.7724
1198.2000,2.4105
1198.4000,1.3842
1198.6000,1.0000
1198.7000,1.9500
1198.8000,2.2397
1198.9000,4.3379
1199.0000,2.0000
1199.1000,1.0000
1199.2000,0.2138
1199.3000,0.8138
1199.5000,0.3707
1199.6000,1.0842
1199.7000,2.0931
1199.8000,0.3741
1199.9000,0.7263
1200.1000,0.1103
1200.2000,0.9860
1200.3000,1.8690
1200.4000,1.8466
1200.5000,1.5345
1200.6000,0.3293
1200.7000,4.4086
1200.9000,0.4241
1201.3000,2.9103
1201.4000,1.0000
1201.5000,0.9224
1201.6000,0.1569
1201.7000,1.5276
1201.8000,1.0000
1201.9000,1.5966
1202.0000,0.4828
1202.1000,1.1241
1202.2000,0.3586
1202.3000,1.4414
1202.4000,0.8086
1202.6000,1.0000
1202.8000,1.8914
1202.9000,0.1966
1203.0000,1.2759
1203.1000,0.3552
1203.2000,1.0000
1203.3000,0.4966
1203.4000,1.2466
1203.6000,1.0000
1203.7000,0.1948
1203.8000,1.1155
1203.9000,1.0000
1204.0000,1.0345
1204.1000,0.1138
1204.3000,1.0000
1204.4000,2.3431
1204.5000,1.0000
1204.6000,1.5155
1204.7000,1.4534
1205.0000,1.5517
1205.1000,1.0000
1205.2000,1.0828
1205.3000,0.0621
1205.4000,1.0000
1205.6000,1.1914
1205.8000,1.0000
1205.9000,1.1845
1206.0000,1.9655
1206.1000,0.4552
1206.2000,2.4276
1206.3000,1.0000
1206.4000,1.0000
1206.5000,0.1810
1206.6000,1.0000
1206.7000,3.0000
1206.8000,1.0224
1206.9000,0.4224
1207.0000,1.6897
1207.1000,0.4345
1207.2000,2.7207
1207.3000,1.6586
1207.4000,1.5966
1207.5000,2.5259
1207.6000,3.0000
1207.7000,3.2052
1207.8000,1.0000
1207.9000,1.8328
1208.0000,1.8276
1208.1000,4.1448
1208.2000,3.9172
1208.3000,9.1034
1208.4000,12.5862
1208.5000,10.0000
1208.6000,6.6966
1208.7000,2.7086
1208.8000,2.4379
1208.9000,7.6276
1209.0000,2.0000
1209.1000,2.4759
1209.2000,2.0000
1209.3000,2.1655
1209.4000,5.5793
1209.5000,3.4261
1209.6000,1.7776
1209.7000,0.8224
1209.8000,3.0000
1209.9000,1.0000
1210.0000,2.0172
1210.1000,2.0000
1210.2000,0.1069
1210.3000,1.0000
1210.4000,0.6814
1210.5000,1.5517
1210.6000,4.0000
1210.7000,2.4345
1210.8000,4.0931
1210.9000,1.5017
1211.0000,1.0000
1211.1000,1.1586
1211.2000,1.6586
1211.3000,1.0000
1211.4000,1.2345
1211.5000,5.0000
1211.6000,4.7621
1211.7000,4.0000
1211.8000,5.9879
1211.9000,2.0000
1212.0000,5.8448
1212.1000,1.2915
1212.2000,2.4207
1212.3000,1.2379
1212.4000,1.4345
1212.5000,0.3390
1212.6000,2.0000
1212.7000,2.8862
1212.8000,2.4879
1212.9000,1.4672
1213.0000,1.1552
1213.1000,3.2448
1213.2000,0.3186
1213.3000,1.0483
1213.4000,0.8690
1213.5000,0.6897
1213.6000,3.7448
1213.7000,2.0741
1213.8000,2.0000
1213.9000,1.9845
1214.0000,1.9407
1214.1000,2.7932
1214.2000,2.0000
1214.3000,1.0000
1214.4000,1.0000
1214.5000,1.0000
1214.6000,1.3207
1214.7000,1.1224
1214.8000,3.1621
1214.9000,3.7203
1215.1000,2.0000
1215.2000,1.2417
1215.3000,1.6237
1215.4000,0.3379
1215.5000,2.5862
1215.6000,2.0000
1215.7000,1.6508
1215.8000,1.1672
1216.0000,0.0948
1216.1000,1.0500
1216.2000,3.9119
1216.3000,3.9379
1216.4000,1.8508
1216.5000,2.7931
1216.6000,4.4169
1216.7000,1.0000
1216.8000,1.5492
1216.9000,2.2293
1217.0000,1.0000
1217.1000,2.3293
1217.2000,1.0000
1217.3000,2.1793
1217.4000,2.0000
1217.5000,0.9492
1217.6000,1.0000
1217.7000,2.0000
1217.8000,3.1655
1217.9000,2.2379
1218.0000,1.2931
1218.1000,0.9610
1218.2000,0.7190
1218.3000,2.0000
1218.4000,2.7828
1218.5000,2.8136
1218.6000,1.7103
1218.7000,0.8828
1218.8000,1.9103
1218.9000,0.9466
1219.0000,0.0259
1219.1000,1.0000
1219.2000,2.0000
1219.3000,0.0569
1219.4000,0.2169
1219.5000,0.8644
1219.6000,1.8373
1219.7000,0.8102
1219.8000,1.0000
1219.9000,2.7559
1220.0000,0.2797
1220.1000,0.2948
1220.2000,0.6776
1220.3000,1.7500
1220.4000,0.7552
1220.5000,1.4138
1220.6000,3.3241
1220.7000,0.9379
1220.8000,0.5119
1220.9000,1.0138
1221.0000,2.0000
1221.2000,1.0000
1221.3000,0.3847
1221.4000,0.3638
1221.5000,1.0000
1221.6000,0.3119
1221.7000,2.4207
1221.8000,1.5241
1221.9000,0.7525
1222.0000,0.6724
1222.1000,2.0000
1222.2000,0.8254
1222.4000,2.1373
1222.5000,0.8879
1222.6000,0.9085
1222.8000,2.0000
1222.9000,0.0552
1223.0000,1.0169
1223.1000,1.0000
1223.2000,1.0293
1223.3000,2.9441
1223.4000,1.0672
1223.5000,0.1552
1223.6000,0.1034
1223.7000,2.8759
1223.9000,1.6814
1224.0000,1.0000
1224.1000,3.4517
1224.2000,2.0000
1224.3000,1.0000
1224.4000,1.0000
1224.5000,2.2500
1224.7000,1.4169
1225.1000,1.0000
1225.2000,1.0000
1225.3000,1.0000
1225.5000,0.6121
1225.6000,1.0000
1225.7000,1.5914
1225.8000,2.0000
1226.0000,0.5517
1226.2000,1.4690
1226.3000,1.5121
1226.5000,0.9828
1226.6000,0.5102
1226.7000,2.0407
1226.8000,2.4695
1226.9000,1.0000
1227.0000,1.0000
1227.2000,1.5627
1227.4000,0.5845
1227.6000,0.4051
1227.7000,1.0000
1227.8000,1.0000
1227.9000,1.2274
1228.0000,0.6207
1228.1000,0.7593
1228.2000,1.2483
1228.3000,0.7525
1228.4000,0.6339
1228.5000,2.2931
1228.7000,0.6500
1228.8000,1.3508
1228.9000,0.6931
1229.0000,0.6780
1229.1000,0.3345
1229.2000,2.0000
1229.4000,1.3379
1229.5000,1.0000
1229.6000,1.0000
1229.9000,0.6593
1230.0000,1.9914
1230.1000,0.6712
1230.2000,1.0000
1230.3000,0.3310
1230.4000,1.9862
1230.6000,1.0205
1230.7000,0.6559
1230.8000,0.3397
1230.9000,0.6534
1231.0000,0.3534
1231.1000,2.0000
1231.3000,1.6407
1231.5000,2.0000
1231.6000,1.3797
1231.7000,1.2441
1231.8000,1.0000
1232.0000,0.7966
1232.2000,0.8237
1232.3000,1.4102
1232.5000,0.8621
1232.7000,1.5458
1232.8000,0.4525
1232.9000,1.0814
1233.0000,1.0517
1233.1000,1.0000
1233.2000,1.5102
1233.4000,0.4897
1233.5000,1.0000
1233.6000,2.0000
1233.7000,1.0780
1234.0000,2.1356
1234.2000,1.1966
1234.5000,0.3621
1234.6000,0.6508
1234.7000,1.3379
1234.8000,1.3627
1234.9000,1.7000
1235.0000,2.4068
1235.1000,1.2776
1235.2000,0.7339
1235.3000,0.7534
1235.4000,0.7644
1235.5000,1.5726
1235.6000,1.6000
1235.8000,0.1661
1236.0000,0.1356
1236.1000,1.1203
1236.4000,1.0000
1236.5000,2.0424
1236.6000,0.0188
1236.7000,0.9966
1236.8000,0.0407
1236.9000,1.9724
1237.0000,0.1552
1237.2000,1.1797
1237.3000,1.0000
1237.4000,0.8627
1237.6000,0.3695
1237.7000,0.7915
1237.8000,0.7763
1237.9000,1.7525
1238.0000,0.7288
1238.1000,1.0000
1238.2000,1.0000
1238.3000,0.6661
1238.4000,1.0729
1238.5000,1.6121
1238.6000,1.4121
1238.7000,0.4458
1238.8000,1.0000
1238.9000,1.0000
1239.0000,2.0169
1239.1000,0.5414
1239.2000,1.5729
1239.3000,0.4034
1239.4000,2.1644
1239.5000,2.0000
1239.6000,1.0000
1239.7000,1.0000
1239.8000,2.0000
1239.9000,2.4712
1240.0000,3.0000
1240.1000,6.8172
1240.2000,9.8441
1240.3000,20.2068
1240.4000,25.4576
1240.5000,23.0763
1240.6000,19.0000
1240.7000,17.8695
1240.8000,10.9712
1240.9000,4.0525
1241.0000,6.8136
1241.1000,3.8897
1241.2000,11.0000
1241.3000,8.1759
1241.4000,6.2136
1241.5000,9.0000
1241.6000,22.9190
1241.7000,95.2780
1241.8000,294.7729
1241.9000,498.6220
1242.0000,662.2542
1242.1000,588.0610
1242.2000,385.0655
1242.3000,182.9966
1242.4000,60.5797
1242.5000,26.3390
1242.6000,16.2678
1242.7000,14.6643
1242.8000,12.4492
1242.9000,4.6169
1243.0000,14.1441
1243.1000,6.7525
1243.2000,9.3271
1243.3000,6.0000
1243.4000,6.7724
1243.5000,4.1034
1243.6000,6.9797
1243.7000,5.0949
1243.8000,4.9119
1243.9000,2.8797
1244.0000,3.4831
1244.1000,3.5966
1244.2000,3.2424
1244.3000,3.0000
1244.4000,3.3695
1244.5000,1.2881
1244.6000,1.3966
1244.7000,4.1254
1244.8000,2.0000
1244.9000,1.4644
1245.0000,4.4322
1245.1000,6.6085
1245.2000,4.3508
1245.3000,4.0000
1245.4000,2.7475
1245.5000,2.8547
1245.6000,2.8203
1245.7000,2.7559
1245.8000,4.6746
1245.9000,3.0407
1246.0000,4.9661
1246.1000,6.6559
1246.2000,1.0914
1246.3000,2.0000
1246.4000,3.2475
1246.5000,2.0000
1246.6000,2.2864
1246.7000,3.0000
1246.8000,7.9898
1246.9000,2.8678
1247.0000,1.9492
1247.1000,0.9356
1247.2000,3.2769
1247.3000,2.6220
1247.4000,3.9881
1247.5000,1.4407
1247.6000,4.2220
1247.7000,3.8186
1247.8000,4.3390
1247.9000,1.9254
1248.0000,1.0000
1248.1000,8.9525
1248.2000,22.5119
1248.3000,30.3322
1248.4000,25.1712
1248.5000,10.0593
1248.6000,9.1508
1248.7000,6.0322
1248.8000,1.2305
1248.9000,4.1248
1249.0000,3.0000
1249.1000,1.3525
1249.2000,2.2136
1249.3000,3.3288
1249.4000,4.2780
1249.5000,3.2288
1249.6000,4.8288
1249.7000,1.0000
1249.8000,0.9441
1249.9000,1.9983
1250.0000,1.0593
1250.1000,2.6746
1250.2000,1.1661
1250.3000,2.0000
1250.4000,1.7186
1250.5000,0.6610
1250.6000,2.3915
1250.7000,3.0000
1250.8000,2.0136
1250.9000,1.8780
1251.0000,3.0000
1251.1000,2.0000
1251.2000,0.7424
1251.3000,2.0000
1251.4000,1.1254
1251.5000,2.0678
1251.6000,1.0000
1251.7000,0.0949
1251.8000,3.8864
1251.9000,3.8288
1252.0000,5.0847
1252.1000,5.0000
1252.2000,8.0831
1252.3000,4.7150
1252.4000,4.9695
1252.5000,6.0000
1252.6000,4.3831
1252.7000,1.6746
1252.8000,1.0034
1252.9000,1.7983
1253.0000,3.6186
1253.1000,2.0000
1253.2000,1.0051
1253.3000,1.9373
1253.4000,4.5881
1253.5000,1.0000
1253.6000,1.0000
1253.7000,0.3356
1253.8000,2.4271
1253.9000,1.4678
1254.0000,1.3729
1254.1000,2.0000
1254.2000,3.0000
1254.3000,2.4814
1254.4000,2.0000
1254.5000,5.1271
1254.6000,2.8940
1254.7000,5.9593
1254.8000,6.6475
1254.9000,2.8542
1255.0000,1.0000
1255.1000,3.0000
1255.2000,1.0831
1255.3000,2.0000
1255.4000,2.0000
1255.5000,1.4153
1255.6000,2.9780
1255.7000,1.0000
1255.8000,1.2000
1255.9000,1.8600
1256.0000,1.9333
1256.1000,0.0467
1256.2000,2.0000
1256.3000,2.1700
1256.4000,1.2390
1256.5000,2.0000
1256.6000,0.6119
1256.7000,1.0000
1256.8000,0.4627
1256.9000,2.3881
1257.0000,0.3220
1257.1000,1.0000
1257.2000,1.4678
1257.3000,0.9186
1257.4000,0.0068
1257.5000,0.0598
1257.6000,1.8517
1257.7000,0.7746
1257.8000,0.6000
1257.9000,1.2300
1258.0000,2.0000
1258.1000,2.0644
1258.2000,1.6133
1258.3000,1.6983
1258.4000,2.0000
1258.5000,2.0000
1258.6000,0.9390
1258.7000,1.9567
1258.8000,1.8068
1258.9000,0.8288
1259.0000,1.7373
1259.1000,1.0119
1259.2000,2.7136
1259.3000,2.4900
1259.4000,1.5864
1259.6000,3.0000
1259.7000,1.0000
1259.8000,2.0000
1259.9000,1.9983
1260.0000,2.9083
1260.1000,1.8322
1260.2000,1.7407
1260.3000,2.3508
1260.4000,1.1492
1260.5000,0.4915
1260.6000,0.6000
1260.7000,0.6169
1260.8000,1.5400
1260.9000,2.0000
1261.0000,1.0593
1261.1000,2.0322
1261.2000,1.0000
1261.3000,1.0000
1261.4000,0.5797
1261.6000,1.5356
1261.7000,0.4441
1261.8000,1.3525
1261.9000,2.0000
1262.0000,1.3390
1262.1000,3.0780
1262.2000,0.0153
1262.3000,1.9034
1262.4000,1.1881
1262.5000,1.4407
1262.6000,1.3712
1262.7000,2.0000
1262.8000,2.9085
1263.0000,1.0000
1263.2000,0.0712
1263.3000,1.9797
1263.4000,1.7932
1263.5000,0.1949
1263.6000,0.7017
1263.7000,2.0000
1263.8000,0.5136
1263.9000,0.4150
1264.0000,1.0000
1264.1000,1.2305
1264.2000,0.2733
1264.4000,0.9390
1264.5000,2.5424
1264.6000,0.2483
1264.7000,1.0000
1264.8000,2.1100
1264.9000,1.3678
1265.1000,0.2559
1265.2000,0.3400
1265.3000,0.9356
1265.4000,3.8915
1265.6000,0.2400
1265.7000,1.3356
1265.8000,1.5717
1265.9000,1.4729
1266.0000,0.6356
1266.1000,1.2683
1266.2000,1.6712
1266.3000,0.0564
1266.4000,1.9729
1266.5000,1.8644
1266.6000,0.7559
1266.7000,0.6533
1266.9000,0.4513
1267.0000,0.6949
1267.1000,1.0000
1267.3000,1.0000
1267.7000,1.0000
1267.8000,1.0000
1267.9000,1.4067
1268.0000,1.4000
1268.1000,1.0000
1268.2000,1.0000
1268.3000,1.9763
1268.4000,0.1203
1268.6000,0.6746
1268.7000,2.0000
1268.8000,0.5533
1268.9000,1.9800
1269.0000,0.7667
1269.1000,0.8881
1269.2000,0.0034
1269.3000,1.0966
1269.4000,0.2051
1269.5000,1.3729
1269.6000,1.0000
1269.7000,1.0000
1269.8000,1.0000
1269.9000,1.5119
1270.0000,1.7333
1270.1000,0.0102
1270.2000,1.0000
1270.4000,2.3467
1270.6000,0.4593
1270.7000,0.6550
1270.8000,1.0000
1270.9000,1.0000
1271.0000,0.0083
1271.1000,1.0000
1271.2000,0.7700
1271.3000,0.6576
1271.4000,0.5400
1271.5000,1.5763
1271.8000,0.0729
1271.9000,2.9288
1272.0000,0.8417
1272.2000,0.7898
1272.4000,1.0000
1272.5000,0.2542
1272.6000,0.8567
1272.7000,0.0200
1272.8000,1.7933
1272.9000,1.2202
1273.0000,0.3417
1273.1000,1.0881
1273.3000,2.0000
1273.4000,3.0000
1273.5000,2.0000
1273.6000,0.1153
1273.7000,1.1800
1273.8000,1.3933
1273.9000,0.4267
1274.0000,0.9000
1274.2000,2.3650
1274.3000,1.0000
1274.4000,0.9644
1274.6000,1.7136
1274.7000,1.2356
1274.8000,0.4633
1275.0000,0.2167
1275.1000,0.9067
1275.3000,1.0000
1275.4000,1.0000
1275.5000,1.4083
1275.6000,2.0000
1275.8000,0.7950
1275.9000,3.7550
1276.0000,1.0500
1276.1000,1.1733
1276.2000,0.6983
1276.4000,2.1200
1276.5000,3.6102
1276.6000,4.6300
1276.7000,3.0915
1276.8000,6.8433
1276.9000,4.0000
1277.0000,3.9750
1277.1000,5.0542
1277.2000,4.1933
1277.3000,5.0712
1277.4000,8.7200
1277.5000,9.0000
1277.6000,7.0000
1277.7000,3.2633
1277.8000,4.7695
1277.9000,4.5183
1278.0000,4.0000
1278.1000,1.4102
1278.2000,1.9217
1278.3000,4.6917
1278.4000,2.1933
1278.5000,1.0000
1278.6000,1.4567
1278.7000,0.8067
1278.8000,0.7322
1278.9000,1.0000
1279.0000,1.0167
1279.2000,1.0000
1279.3000,1.5883
1279.4000,0.5441
1279.5000,1.6271
1279.6000,1.1726
1279.7000,2.0533
1279.8000,1.1763
1279.9000,3.7695
1280.0000,1.3667
1280.1000,1.5067
1280.2000,2.2933
1280.3000,2.3350
1280.4000,2.0817
1280.5000,1.1780
1280.6000,1.6051
1280.7000,6.3441
1280.8000,5.5050
1280.9000,4.3867
1281.0000,2.1667
1281.1000,3.1867
1281.2000,2.0000
1281.3000,2.1898
1281.4000,3.6567
1281.5000,2.0000
1281.6000,1.2300
1281.7000,1.7550
1281.8000,1.0898
1281.9000,2.0000
1282.0000,0.1917
1282.1000,1.3288
1282.2000,0.9600
1282.3000,1.0000
1282.4000,2.7729
1282.5000,1.0000
1282.6000,3.0000
1282.7000,2.0000
1282.8000,1.9650
1282.9000,2.5017
1283.0000,2.7167
1283.1000,2.2051
1283.2000,1.8767
1283.3000,4.5250
1283.4000,3.7733
1283.5000,1.6167
1283.6000,3.0933
1283.7000,2.3600
1283.8000,2.1800
1283.9000,3.0233
1284.0000,3.5000
1284.1000,3.2050
1284.2000,0.5783
1284.3000,2.1424
1284.4000,0.7183
1284.5000,1.0000
1284.6000,1.9767
1284.7000,1.0000
1284.8000,2.3600
1284.9000,0.4767
1285.0000,1.3667
1285.1000,2.5467
1285.2000,0.1567
1285.3000,0.1567
1285.4000,3.7650
1285.5000,0.6083
1285.6000,1.5483
1285.7000,3.5000
1285.8000,2.0000
1285.9000,1.0000
1286.0000,1.7000
1286.1000,0.6133
1286.2000,1.0000
1286.3000,1.0000
1286.4000,1.0000
1286.5000,1.1500
1286.6000,1.9183
1286.7000,1.7617
1286.8000,2.0000
1286.9000,1.3169
1287.0000,1.2797
1287.1000,1.1267
1287.2000,2.9700
1287.3000,5.0667
1287.4000,2.6567
1287.6000,0.6678
1287.7000,4.4650
1287.8000,2.9350
1287.9000,2.5950
1288.0000,2.0000
1288.1000,0.4650
1288.2000,1.0000
1288.3000,0.2217
1288.4000,0.9433
1288.5000,1.0000
1288.6000,2.2567
1288.8000,2.5867
1288.9000,1.5133
1289.0000,3.6333
1289.1000,1.0000
1289.2000,2.5233
1289.3000,2.6050
1289.4000,2.1367
1289.5000,1.0000
1289.6000,0.3300
1289.7000,0.0933
1289.8000,0.7800
1289.9000,1.6233
1290.0000,1.9000
1290.1000,1.0000
1290.2000,0.8790
1290.3000,3.0000
1290.4000,1.0000
1290.5000,1.6250
1290.6000,1.0967
1290.7000,1.7050
1290.8000,0.1217
1290.9000,1.0000
1291.0000,0.7833
1291.1000,3.1333
1291.2000,0.4533
1291.3000,1.7200
1291.4000,1.8933
1291.5000,0.0417
1291.6000,1.0000
1291.8000,0.4383
1291.9000,1.4700
1292.0000,1.3667
1292.1000,2.8367
1292.2000,1.0000
1292.3000,1.8400
1292.4000,0.5767
1292.5000,0.7500
1292.7000,0.0967
1292.8000,0.7383
1292.9000,1.5483
1293.0000,0.3750
1293.1000,3.1933
1293.2000,1.0000
1293.3000,0.8550
1293.4000,1.9300
1293.6000,0.6567
1293.7000,1.0000
1293.8000,1.9800
1294.0000,1.2667
1294.2000,0.2950
1294.3000,1.8950
1294.4000,0.0683
1294.5000,1.0000
1294.6000,0.4246
1294.7000,2.5967
1294.8000,0.2300
1294.9000,0.0800
1295.0000,1.0000
1295.1000,0.6933
1295.2000,1.0067
1295.3000,0.6655
1295.4000,1.7033
1295.5000,0.9750
1295.6000,0.3967
1295.8000,1.1233
1295.9000,0.9933
1296.0000,1.0833
1296.1000,1.0000
1296.2000,0.7082
1296.3000,1.0000
1296.4000,1.6600
1296.5000,1.6667
