# m/z,Intensity
1673.7000,0.7544
1673.8000,2.0000
1673.9000,0.7551
1674.0000,0.2426
1674.1000,1.7632
1674.2000,0.7544
1674.4000,1.5101
1674.6000,1.5265
1674.8000,0.2362
1674.9000,1.0000
1675.0000,1.2279
1675.1000,0.7667
1675.2000,0.7691
1675.3000,0.7750
1675.5000,0.7754
1675.6000,0.2188
1675.7000,1.0000
1676.0000,1.0000
1676.1000,0.2043
1676.2000,0.8014
1676.4000,2.4309
1676.5000,1.0000
1676.6000,1.8221
1676.7000,0.8279
1677.0000,0.1544
1677.2000,0.1426
1677.5000,1.0000
1677.6000,0.8809
1677.7000,1.0000
1677.9000,1.2029
1678.0000,2.8088
1678.1000,1.0884
1678.2000,1.0000
1678.4000,0.9353
1678.5000,2.8235
1678.7000,2.0464
1678.8000,0.0406
1678.9000,0.0206
1679.0000,1.0000
1679.1000,0.9912
1679.2000,0.9971
1679.3000,0.9971
1679.5000,1.0000
1679.6000,0.0706
1679.7000,0.0551
1679.9000,2.0000
1680.1000,0.0941
1680.3000,1.0000
1680.4000,1.8735
1680.5000,1.0000
1680.7000,1.0000
1680.9000,0.1853
1681.0000,0.4058
1681.1000,1.0000
1681.3000,0.2382
1681.6000,1.0000
1681.8000,0.6928
1681.9000,0.6824
1682.0000,1.0000
1682.2000,0.3647
1682.4000,0.3912
1682.5000,1.0000
1682.6000,1.0000
1682.7000,1.0000
1682.8000,1.9176
1682.9000,0.4725
1683.0000,0.4853
1683.2000,1.0377
1683.3000,0.4609
1683.4000,0.9007
1683.5000,1.0000
1683.7000,0.8029
1683.8000,0.6132
1683.9000,1.0000
1684.0000,0.6912
1684.1000,0.6696
1684.2000,0.6855
1684.3000,1.0000
1684.5000,1.0000
1684.6000,0.7632
1684.7000,1.2162
1684.8000,0.3912
1684.9000,0.1750
1685.0000,1.6912
1685.2000,1.0000
1685.4000,0.9145
1685.5000,0.0652
1685.7000,1.9897
1685.8000,0.9899
1685.9000,2.0000
1686.1000,0.9290
1686.2000,0.9087
1686.4000,0.1338
1686.5000,0.1544
1686.6000,0.1750
1686.8000,0.6826
1687.0000,0.5362
1687.2000,0.6868
1687.5000,0.3897
1687.7000,1.0000
1687.8000,0.5406
1688.0000,0.4855
1688.1000,1.4652
1688.2000,0.4368
1688.3000,0.4101
1688.4000,1.2203
1688.9000,0.2667
1689.0000,0.2353
1689.1000,0.7884
1689.3000,1.6870
1689.4000,0.1235
1689.5000,0.1014
1690.0000,2.8696
1690.1000,1.0647
1690.3000,1.7333
1690.4000,0.8441
1690.5000,0.8116
1690.6000,0.7882
1690.7000,0.7565
1690.8000,1.0000
1690.9000,1.6059
1691.0000,0.3333
1691.1000,1.2638
1691.2000,1.1824
1691.5000,0.4928
1691.7000,1.0000
1691.8000,0.5826
1691.9000,0.6174
1692.0000,0.6957
1692.2000,1.2824
1692.4000,1.5536
1692.5000,1.6232
1692.6000,0.1536
1692.9000,0.9500
1693.1000,1.0000
1693.3000,0.0765
1693.4000,0.8882
1693.5000,0.8529
1693.6000,1.6353
1693.9000,1.0000
1694.2000,0.5971
1694.4000,0.5275
1694.5000,0.5072
1694.6000,0.5420
1694.7000,0.8464
1694.8000,0.6116
1694.9000,0.3515
1695.0000,0.6884
1695.1000,0.2768
1695.2000,0.7580
1695.6000,0.9116
1695.7000,0.0536
1695.8000,0.9956
1695.9000,0.9696
1696.5000,0.7319
1696.6000,1.3942
1696.7000,0.6574
1696.8000,1.0000
1697.0000,0.4710
1697.1000,1.0116
1697.2000,0.4515
1697.4000,0.3662
1697.6000,1.0000
1697.8000,0.3912
1697.9000,0.1580
1698.1000,0.9261
1698.2000,1.0000
1698.3000,1.9797
1698.5000,1.8088
1698.6000,0.8565
1698.8000,1.0000
1698.9000,0.2768
1699.3000,0.5406
1699.4000,1.0116
1699.5000,0.4565
1699.8000,0.3232
1700.0000,0.7754
1700.1000,0.1779
1700.2000,0.1406
1700.4000,0.0841
1700.5000,0.0072
1700.8000,0.1551
1700.9000,1.0000
1701.1000,1.0000
1701.4000,1.1275
1701.7000,1.2696
1702.0000,0.5507
1702.3000,1.7449
1702.4000,1.8435
1702.7000,0.0706
1702.8000,0.1333
1702.9000,0.1826
1703.1000,1.0000
1703.5000,1.0145
1703.6000,0.9159
1703.8000,1.0000
1704.2000,0.8522
1704.5000,0.0147
1704.7000,0.1275
1704.8000,0.1794
1704.9000,0.2406
1705.1000,0.3536
1705.2000,1.0000
1705.3000,0.9043
1705.7000,1.0000
1706.2000,0.9681
1706.4000,0.9188
1706.5000,0.1304
1706.6000,0.1942
1706.9000,0.6290
1707.0000,0.4203
1707.2000,0.5478
1707.3000,0.8058
1707.5000,0.7246
1707.6000,0.7739
1707.7000,0.1623
1707.9000,0.0493
1708.3000,1.5884
1708.4000,0.7449
1708.7000,0.4464
1708.9000,0.4406
1709.0000,0.6232
1709.1000,0.3130
1709.4000,0.1290
1709.6000,0.9986
1709.9000,0.1899
1710.0000,0.2536
1710.1000,0.6826
1710.7000,0.3000
1711.3000,1.0000
1711.6000,0.2884
1711.7000,1.9435
1711.8000,0.4159
1712.0000,0.4420
1712.3000,0.2507
1712.6000,1.9101
1712.8000,0.0971
1713.1000,0.6971
1713.2000,0.3667
1713.4000,0.4913
1713.5000,1.5725
1713.6000,1.3014
1713.7000,0.2855
1713.8000,1.0000
1713.9000,0.8565
1714.4000,0.7843
1714.5000,1.4348
1714.6000,0.3609
1714.8000,1.0058
1714.9000,0.5667
1715.0000,0.6449
1715.1000,1.0000
1715.2000,0.2130
1715.5000,0.9928
1715.6000,0.9157
1715.7000,0.8507
1715.8000,0.7725
1715.9000,0.3014
1716.1000,0.5522
1716.4000,0.6681
1716.5000,1.4928
1716.6000,1.0000
1716.7000,0.2200
1716.8000,3.9333
1716.9000,0.2696
1717.0000,1.3696
1717.1000,3.0000
1717.2000,2.2757
1717.3000,1.6565
1717.4000,3.3130
1717.5000,3.0000
1717.8000,2.4696
1717.9000,1.6261
1718.0000,1.0000
1718.1000,0.0304
1718.2000,1.0000
1718.3000,3.6271
1718.4000,1.5971
1718.5000,2.1643
1718.6000,1.3557
1718.7000,3.1343
1718.8000,10.8957
1718.9000,10.7870
1719.0000,29.9130
1719.1000,40.7855
1719.2000,82.4145
1719.3000,86.3942
1719.4000,82.8783
1719.5000,51.6377
1719.6000,31.9536
1719.7000,15.0725
1719.8000,12.1829
1719.9000,3.7710
1720.0000,4.1449
1720.1000,2.0841
1720.2000,0.3797
1720.3000,0.2971
1720.4000,1.2087
1720.5000,2.2609
1720.6000,1.0000
1720.7000,2.9739
1720.8000,1.1171
1720.9000,2.6058
1721.0000,0.5507
1721.1000,0.6371
1721.2000,1.0000
1721.3000,0.4754
1721.5000,0.6957
1721.6000,0.2261
1721.7000,0.8667
1721.8000,1.0000
1722.0000,0.1159
1722.4000,2.5486
1722.5000,0.5362
1722.6000,1.0000
1722.7000,2.0000
1722.8000,1.0000
1722.9000,0.8783
1723.0000,1.0000
1723.1000,0.9507
1723.2000,1.0000
1723.4000,1.9391
1723.5000,2.4348
1723.6000,1.9362
1723.7000,2.0000
1723.8000,1.0348
1723.9000,1.2522
1724.0000,1.8286
1724.3000,1.7943
1724.5000,1.1014
1724.6000,1.3629
1724.7000,1.3391
1724.9000,1.0000
1725.0000,0.7143
1725.1000,0.1943
1725.2000,1.7913
1725.3000,0.0116
1725.4000,2.0800
1725.5000,0.5143
1725.6000,2.0000
1725.7000,1.6899
1725.8000,2.1246
1725.9000,1.0000
1726.1000,1.2841
1726.2000,2.0000
1726.3000,1.0000
1726.4000,1.0058
1726.5000,1.8551
1726.6000,0.1652
1726.9000,2.4435
1727.0000,0.4571
1727.1000,1.6343
1727.2000,0.2743
1727.3000,2.1829
1727.4000,0.2743
1727.5000,0.9857
1727.6000,0.8943
1727.7000,5.0000
1727.8000,8.9800
1727.9000,12.0841
1728.0000,15.4783
1728.1000,15.8551
1728.2000,13.3101
1728.3000,6.4800
1728.4000,9.4551
1728.5000,3.9130
1728.6000,3.9507
1728.7000,2.4261
1728.8000,0.7652
1728.9000,0.3371
1729.0000,1.4348
1729.2000,0.3743
1729.3000,1.0000
1729.5000,0.0870
1729.6000,1.0058
1729.7000,1.8886
1729.8000,1.0000
1729.9000,1.0000
1730.0000,0.4058
1730.1000,0.5014
1730.2000,1.0000
1730.3000,1.6986
1730.4000,0.2057
1730.5000,0.1014
1730.6000,0.9914
1730.8000,1.6174
1731.1000,1.0000
1731.2000,2.1826
1731.3000,0.6229
1731.4000,2.5826
1731.5000,2.8857
1731.6000,1.0000
1731.7000,1.0000
1731.8000,0.1913
1731.9000,0.8829
1732.1000,1.0000
1732.2000,1.2086
1732.3000,0.6986
1732.4000,0.1942
1732.5000,0.3000
1732.6000,1.0000
1732.7000,0.3343
1732.8000,2.0000
1732.9000,0.6870
1733.0000,1.5797
1733.1000,1.5200
1733.2000,0.3743
1733.3000,1.0000
1733.4000,1.0000
1733.5000,1.0652
1733.6000,2.9449
1733.7000,0.1348
1733.8000,1.0000
1733.9000,0.3443
1734.0000,0.9000
1734.1000,0.4443
1734.3000,1.5275
1734.4000,0.1290
1734.6000,2.7471
1734.7000,0.8100
1734.8000,0.7043
1734.9000,1.0000
1735.0000,1.5214
1735.3000,0.1757
1735.4000,1.0000
1735.6000,0.2870
1735.7000,0.2507
1735.8000,0.6329
1736.1000,0.3157
1736.2000,0.7900
1736.3000,0.2739
1736.5000,1.8786
1736.6000,0.4609
1736.7000,0.3377
1736.8000,2.0000
1736.9000,4.3243
1737.0000,4.3214
1737.1000,2.7812
1737.3000,1.0000
1737.4000,1.7686
1737.5000,0.7786
1737.6000,1.3319
1737.7000,0.4391
1737.8000,1.0000
1738.0000,1.0000
1738.1000,0.2314
1738.3000,2.7800
1738.6000,0.4478
1738.8000,0.6768
1738.9000,0.2129
1739.2000,0.8797
1739.4000,0.6414
1739.5000,0.4643
1739.6000,1.0000
1739.8000,0.8100
1740.1000,1.6886
1740.3000,1.2261
1740.4000,0.4986
1740.5000,0.6159
1740.7000,1.0000
1741.0000,0.1957
1741.1000,0.6257
1741.2000,1.1343
1741.5000,0.7786
1741.6000,0.8986
1741.7000,1.0186
1742.0000,1.2609
1742.2000,1.2086
1742.3000,1.0000
1742.4000,0.8443
1742.5000,0.9643
1742.7000,0.2043
1742.8000,0.3243
1743.0000,0.5643
1743.1000,1.3686
1743.2000,0.1957
1743.3000,0.0757
1743.5000,0.8357
1743.7000,0.4043
1743.8000,0.4757
1743.9000,0.3464
1744.0000,1.5507
1744.1000,0.2058
1744.2000,0.0186
1744.3000,0.1386
1744.4000,0.2586
1744.5000,0.3786
1744.6000,1.5174
1744.7000,1.0000
1744.8000,0.2471
1744.9000,1.0000
1745.0000,0.0071
1745.3000,1.2657
1745.4000,0.5129
1745.7000,0.1386
1745.8000,2.0000
1745.9000,4.4214
1746.2000,0.9800
1746.3000,0.3900
1746.4000,0.7406
1746.5000,1.7286
1746.7000,0.8814
1746.8000,0.2420
1747.0000,0.4929
1747.3000,0.1186
1747.4000,0.9986
1747.5000,0.8643
1747.9000,0.6443
1748.2000,0.0657
1748.7000,0.6757
1749.6000,0.1464
1749.7000,0.9757
1749.8000,1.0000
1750.2000,0.6329
1750.3000,0.7671
1750.4000,0.9014
1750.5000,0.9643
1750.7000,0.3043
1751.0000,2.1087
1751.1000,0.8271
1751.4000,0.2300
1751.6000,0.4986
1751.7000,0.6329
1752.1000,0.8275
1752.2000,1.3629
1752.3000,0.5471
1752.4000,0.5871
1752.6000,0.8557
1752.9000,0.2623
1753.1000,0.4586
1753.2000,0.6757
1753.4000,0.9443
1753.5000,0.0929
1753.7000,0.3614
1753.8000,0.4957
1753.9000,0.6443
1754.1000,2.7386
1754.2000,1.0478
1754.4000,0.3300
1754.5000,0.9420
1754.8000,0.2116
1754.9000,0.0600
1755.0000,0.8357
1755.1000,0.6257
1755.3000,1.5957
1755.6000,0.9871
1755.8000,0.2957
1755.9000,0.5638
1756.0000,1.0000
1756.2000,0.8614
1756.4000,0.8557
1756.6000,0.5729
1756.8000,0.7243
1757.1000,1.0000
1757.2000,0.7100
1757.8000,0.8471
1757.9000,0.6986
1758.0000,0.9000
1758.1000,0.5986
1758.2000,0.5343
1758.3000,1.7629
1758.4000,0.9700
1758.5000,0.1786
1758.7000,1.0000
1758.8000,0.3900
1758.9000,0.2414
1759.0000,0.0929
1759.1000,1.8886
1759.4000,0.4986
1759.5000,1.2714
1759.7000,1.0000
1759.8000,0.9186
1761.1000,1.0000
1761.2000,0.1757
1761.4000,0.4729
1761.5000,1.2429
1761.7000,0.9329
1761.8000,0.0814
1761.9000,0.2300
1762.0000,0.3786
1762.1000,0.4586
1762.4000,0.0129
1762.6000,1.4029
1762.7000,1.0000
1763.0000,1.0000
1763.2000,1.7814
1763.3000,0.3671
1763.4000,0.4700
1763.5000,0.3214
1763.9000,1.6986
1764.0000,0.5500
1764.1000,0.3871
1764.2000,1.5229
1764.3000,1.8225
1764.6000,0.7686
1764.7000,1.0000
1765.0000,1.9857
1765.1000,1.6600
1765.4000,0.7114
1765.6000,0.9557
1765.9000,1.0000
1766.0000,1.0000
1766.1000,0.2586
1766.2000,1.8086
1766.4000,0.7843
1766.6000,0.4586
1766.7000,0.3056
1766.8000,0.4414
1767.0000,0.8214
1767.1000,0.3414
1767.2000,0.5028
1767.4000,0.8157
1767.5000,0.0214
1767.6000,0.8586
1767.8000,0.9343
1767.9000,1.2423
1768.1000,1.0000
1768.2000,0.2086
1768.3000,0.2671
1768.8000,0.9186
1768.9000,1.0000
1769.0000,1.0000
1769.1000,0.8600
1769.2000,0.2671
1769.3000,0.1043
1769.4000,0.0652
1769.6000,1.2000
1769.7000,0.5686
1769.8000,1.7314
1770.0000,0.9429
1770.3000,1.5521
1770.4000,0.2771
1770.5000,0.1143
1770.6000,1.0000
1770.7000,0.2114
1770.9000,0.4486
1771.0000,0.2857
1771.1000,1.7577
1771.2000,1.9465
1771.5000,0.4507
1771.6000,0.2800
1771.7000,1.0000
1771.8000,1.0592
1771.9000,1.0000
1772.1000,0.5629
1772.2000,1.7257
1772.4000,0.1314
1772.7000,1.0000
1772.8000,0.7457
1773.0000,1.0000
1773.1000,0.4971
1773.3000,1.5886
1773.4000,0.2343
1773.5000,0.9286
1773.6000,0.1057
1773.7000,0.2686
1773.8000,0.4457
1773.9000,0.3859
1774.0000,0.2143
1774.1000,0.9629
1774.4000,0.5268
1774.5000,0.6429
1774.6000,0.1800
1774.7000,0.9971
1774.8000,1.6800
1775.2000,0.8543
1775.3000,0.0314
1775.6000,0.4514
1776.0000,0.7465
1776.1000,0.4282
1776.2000,0.5971
1776.3000,0.2257
1776.4000,0.9514
1776.5000,1.7429
1776.7000,0.4829
1776.8000,0.6507
1776.9000,0.8254
1777.0000,1.0000
1777.2000,0.6366
1777.5000,1.0000
1777.7000,0.7600
1777.8000,0.5746
1778.0000,0.7746
1778.2000,0.4141
1778.3000,0.6343
1778.4000,1.0000
1778.6000,0.8486
1778.7000,0.0257
1779.0000,0.4286
1779.2000,1.9268
1779.4000,1.4197
1779.6000,0.6486
1779.8000,0.0169
1780.0000,0.3714
1780.3000,0.9171
1780.5000,1.2817
1780.6000,0.4629
1780.8000,0.1686
1780.9000,0.9914
1781.0000,0.8028
1781.1000,0.7543
1781.3000,0.7457
1781.5000,1.7746
1781.6000,0.2914
1781.7000,0.5171
1781.8000,0.6648
1782.5000,0.0429
1782.6000,0.8535
1783.1000,0.0761
1783.2000,0.7457
1783.4000,0.7257
1783.5000,0.8169
1783.6000,0.0114
1783.7000,0.1944
1783.8000,0.6169
1783.9000,0.4282
1784.1000,0.9557
1784.2000,0.8549
1784.5000,0.2929
1784.7000,0.9113
1784.8000,1.0000
1785.1000,0.8414
1785.5000,0.4014
1785.6000,1.0000
1785.7000,0.0239
1785.8000,0.5014
1786.3000,0.8757
1786.6000,1.4056
1786.7000,0.1085
1786.9000,1.0000
1787.1000,0.3300
1787.2000,0.8614
1787.3000,0.0521
1787.4000,1.0000
1787.5000,0.8714
1787.6000,0.6324
1787.7000,0.3577
1787.8000,1.9761
1787.9000,1.7873
1788.0000,0.4071
1788.1000,1.3958
1788.2000,1.2070
1788.3000,0.0043
1788.6000,0.4239
1789.1000,0.4443
1789.2000,1.0000
1789.6000,2.0000
1789.8000,0.9386
1790.0000,0.6690
1790.1000,0.4729
1790.3000,0.0757
1790.5000,0.6831
1790.6000,0.5197
1790.7000,0.7186
1790.9000,1.0000
1791.0000,0.6831
1791.1000,0.4871
1791.4000,0.1141
1791.6000,1.0000
1791.9000,0.8859
1792.0000,0.3169
1792.1000,0.9743
1792.3000,1.9113
1792.4000,1.0000
1792.5000,0.6831
1792.6000,0.4803
1792.8000,0.1493
1792.9000,1.0000
1793.0000,0.3310
1793.2000,0.7366
1793.3000,1.8789
1793.5000,1.0000
1793.7000,0.2493
1794.1000,1.4310
1794.2000,1.2282
1794.3000,0.0254
1794.8000,0.0029
1795.0000,0.5857
1795.1000,0.7493
1795.9000,1.4479
1796.0000,0.5211
1796.1000,0.6171
1796.3000,0.1014
1796.4000,1.0000
1796.5000,0.4789
1796.7000,0.0600
1797.0000,0.8732
1797.1000,0.7662
1797.2000,1.0000
1797.3000,1.0000
1797.4000,1.1944
1797.6000,0.1775
1797.7000,1.0000
1797.8000,0.2423
1798.1000,1.1352
1798.4000,1.0000
1798.6000,1.0000
1798.7000,1.7239
1798.8000,0.6451
1798.9000,0.4423
1799.0000,0.7746
1799.1000,0.9914
1799.2000,0.1944
1799.4000,1.2457
1799.5000,0.1690
1799.6000,1.0000
1799.8000,0.4743
1800.0000,0.0986
1800.1000,1.7634
1800.3000,0.5457
1800.4000,0.7549
1800.9000,0.1629
1801.0000,0.0857
1801.2000,0.4761
1801.5000,0.8732
1801.7000,0.8789
1801.9000,1.0000
1802.0000,0.2183
1802.2000,0.6521
1802.4000,0.0859
1802.7000,0.2634
1802.8000,0.0465
1803.0000,0.6127
1803.1000,0.3871
1803.2000,0.1648
1803.6000,0.7028
1803.8000,0.4521
1804.0000,1.0000
1804.1000,1.0000
1804.2000,0.0648
1804.4000,0.4662
1805.0000,0.7958
1805.2000,0.7563
1805.6000,0.1254
1805.9000,1.0000
1806.0000,0.0211
1806.4000,1.0831
1806.5000,0.8662
1806.6000,0.7296
1806.7000,0.5817
1807.0000,0.2606
1807.2000,1.0000
1807.3000,1.8789
1807.4000,0.8414
1807.8000,0.1324
1807.9000,0.7028
1808.3000,0.8043
1808.7000,1.1028
1808.9000,0.4282
1809.3000,0.4817
1809.5000,0.9437
1809.7000,1.4056
1809.8000,1.2451
1809.9000,0.8535
1810.1000,0.3155
1810.6000,0.4704
1810.8000,1.0000
1811.0000,1.3944
1811.2000,0.8563
1811.4000,0.6817
1811.5000,0.5493
1811.6000,0.2197
1811.7000,1.9887
1811.8000,1.7577
1811.9000,1.0000
1812.1000,0.0507
1812.3000,1.0000
1812.4000,1.3577
1812.6000,0.8817
1812.7000,0.3493
1812.8000,0.5803
1813.1000,0.2873
1813.2000,1.4817
1813.5000,0.7746
1813.6000,0.5437
1814.0000,1.8169
1814.1000,0.6394
1814.2000,0.8704
1814.4000,1.3070
1814.5000,1.2254
1814.6000,0.1775
1814.7000,0.0535
1815.3000,1.9775
1815.4000,1.0000
1815.5000,1.0000
1815.7000,0.8817
1816.1000,1.0000
1816.3000,0.8831
1816.5000,0.3592
1817.2000,0.9535
1817.6000,0.0127
1817.7000,1.0000
1817.9000,0.2662
1818.0000,0.9789
1818.1000,0.4479
1818.2000,0.4690
1818.3000,0.2859
1818.8000,0.0746
1818.9000,0.1704
1819.0000,0.5845
1819.1000,0.3394
1819.4000,0.6097
1819.7000,0.8708
1819.8000,0.6292
1819.9000,0.3875
1820.0000,1.0000
1820.1000,0.2194
1820.7000,1.8366
1820.8000,0.8338
1821.0000,0.6667
1821.4000,0.6817
1821.5000,0.5634
1821.7000,0.0676
1821.8000,0.6873
1821.9000,0.4423
1822.4000,0.1887
1822.6000,0.3014
1822.7000,0.5528
1823.0000,0.6111
1823.5000,0.4366
1823.9000,0.8722
1824.0000,0.8169
1824.2000,0.3211
1824.3000,0.4278
1824.5000,1.0000
1824.7000,0.5806
1824.8000,0.8338
1824.9000,0.9083
1825.4000,0.3606
1825.5000,0.6111
1825.9000,2.2563
1826.2000,0.7972
1826.3000,0.6577
1826.4000,0.0831
1826.9000,0.3917
1827.1000,0.7028
1827.5000,0.2606
1827.7000,0.7563
1828.0000,1.0000
1828.1000,1.0000
1828.2000,0.4606
1828.3000,0.7986
1828.4000,0.0577
1828.5000,0.3169
1828.6000,0.4239
1828.7000,0.8352
1828.8000,0.0944
1829.3000,0.3901
1829.4000,0.6493
1829.8000,0.3000
1830.0000,0.7817
1830.3000,1.0000
1830.5000,0.9437
1830.6000,0.2127
1830.7000,0.0465
1830.8000,0.6847
1830.9000,0.5859
1831.6000,0.5718
1831.7000,1.3746
1832.4000,0.4563
1832.5000,0.8056
1832.8000,0.6000
1832.9000,0.1324
1833.0000,1.0000
1833.3000,0.9324
1833.7000,0.9972
1834.3000,0.6085
1834.5000,0.1408
1834.9000,0.7833
1835.0000,0.5139
1835.4000,1.6917
1835.6000,0.1097
1835.8000,0.3514
1836.0000,0.1901
1836.2000,0.7366
1836.3000,0.0097
1836.6000,0.8181
1837.0000,0.9085
1837.2000,1.0000
1837.3000,0.7181
1837.6000,0.5403
1838.0000,0.6319
1838.1000,1.0000
1838.9000,3.6000
1839.4000,1.0000
1839.6000,0.9597
1840.2000,0.7014
1840.5000,0.5352
1841.2000,0.5167
1841.3000,0.2366
1841.5000,0.6389
1841.6000,0.4028
1842.0000,1.0000
1842.2000,0.7250
1843.1000,0.1915
1843.6000,0.2139
1843.9000,1.0000
1844.0000,0.3472
1844.1000,0.6306
1844.5000,0.2292
1845.1000,0.4775
1845.2000,0.2352
1845.3000,0.0514
1845.4000,0.6653
1845.5000,0.6181
1845.9000,0.2380
1846.1000,1.0000
1846.2000,0.3847
1846.7000,0.0597
1847.1000,0.7931
1847.3000,0.2155
1847.6000,0.6465
1847.8000,0.7789
1848.1000,0.0958
1848.2000,0.3861
1848.5000,0.7465
1848.6000,0.9056
1848.7000,0.1577
1849.0000,0.2917
1850.1000,0.9211
1850.4000,0.2000
1850.5000,0.9155
1850.8000,0.0254
1850.9000,0.2583
1851.0000,0.4444
1851.1000,0.8528
1851.2000,0.1500
1851.4000,0.2694
1851.7000,0.6222
1851.9000,0.2056
1852.0000,0.5034
1852.2000,0.8986
1852.3000,0.3986
1853.1000,0.2268
1854.0000,0.4514
1854.1000,0.2514
1854.2000,0.0458
1854.3000,0.3431
1854.4000,0.3597
1854.6000,2.2542
1855.2000,0.9542
1855.4000,0.6403
1855.7000,0.5458
1855.8000,0.1500
1855.9000,0.1611
1856.0000,0.4583
1856.1000,1.5111
1856.2000,0.0667
1856.6000,0.2694
1856.9000,0.8250
1857.1000,0.2167
1857.5000,0.0000
1857.6000,0.7028
1857.8000,0.1889
1857.9000,0.7833
1858.0000,0.4861
1858.1000,0.1750
1858.3000,0.5667
1858.6000,0.6472
1858.7000,0.6500
1859.3000,0.4889
1859.6000,1.0000
1859.7000,1.0000
1859.8000,0.1125
1859.9000,1.0000
1860.0000,0.7083
1860.2000,0.8042
1860.3000,1.2625
1860.4000,2.0000
1860.6000,0.5014
1860.8000,0.1208
1860.9000,1.0000
1861.0000,0.2708
1861.1000,0.9597
1861.2000,0.3514
1861.3000,1.0000
1861.4000,0.0264
1861.5000,0.2847
1861.7000,1.0931
1861.8000,0.7819
1861.9000,1.5292
1862.0000,4.0000
1862.1000,6.6056
1862.2000,12.0750
1862.3000,15.7542
1862.4000,35.9833
1862.5000,37.0000
1862.6000,30.7069
1862.7000,23.0000
1862.8000,11.6833
1862.9000,9.6472
1863.0000,5.9167
1863.1000,2.4611
1863.2000,1.5806
1863.3000,0.2167
1863.5000,1.5417
1863.6000,0.8389
1863.7000,0.8500
1863.8000,0.4611
1864.0000,0.9167
1864.1000,0.5973
1864.2000,0.7194
1864.4000,1.0000
1864.7000,1.0000
1864.9000,0.9123
1865.3000,1.0000
1865.5000,0.1944
1865.7000,1.1167
1865.8000,0.2333
1865.9000,0.9222
1866.1000,1.0000
1866.2000,0.9750
1866.4000,0.3319
1866.5000,0.0069
1866.7000,1.2411
1866.9000,1.4767
1867.0000,0.5764
1867.1000,1.0000
1867.2000,0.7875
1867.3000,1.0000
1867.4000,1.6972
1867.5000,0.8264
1867.7000,1.6194
1867.8000,1.1329
1867.9000,1.0000
1868.0000,1.7708
1868.3000,0.2681
1868.5000,0.3681
1868.6000,0.6931
1868.7000,0.0178
1869.0000,0.0208
1869.2000,0.6153
1869.3000,0.0597
1869.4000,0.7347
1869.5000,0.4178
1869.6000,1.0000
1869.7000,0.7667
1869.8000,0.5583
1870.0000,0.7917
1870.3000,0.1694
1870.4000,1.0000
1870.5000,0.1806
1870.6000,0.1444
1870.8000,0.2056
1871.0000,0.5556
1871.1000,0.2306
1871.2000,0.9068
1871.3000,0.4194
1871.4000,1.7444
1871.6000,2.3944
1871.7000,2.7194
1871.8000,6.0444
1871.9000,6.8917
1872.0000,8.0833
1872.1000,7.9417
1872.2000,7.3111
1872.3000,5.3389
1872.4000,0.9944
1872.5000,1.6806
1872.6000,1.0000
1872.7000,3.9500
1872.8000,1.6847
1872.9000,0.6403
1873.0000,0.0347
1873.2000,1.2411
1873.3000,0.9542
1873.4000,0.2792
1873.5000,0.3958
1873.6000,1.8603
1873.8000,0.4069
1873.9000,1.0000
1874.4000,0.5708
1874.8000,0.1153
1875.0000,0.4514
1875.1000,1.0000
1875.2000,0.2096
1875.6000,0.4671
1875.7000,0.8653
1875.8000,0.1903
1875.9000,0.5361
1876.0000,1.7260
1876.1000,1.0000
1876.3000,1.7278
1876.6000,0.8548
1876.9000,0.8575
1877.1000,0.5260
1877.3000,0.8028
1877.4000,1.0000
1877.5000,0.8611
1877.6000,0.8000
1877.7000,0.9370
1877.8000,0.1361
1878.0000,0.4658
1878.1000,0.8685
1878.2000,0.2056
1878.4000,0.1288
1878.5000,0.7917
1878.7000,2.7722
1878.9000,1.4438
1879.0000,0.2055
1879.1000,0.2347
1879.2000,1.2792
1879.4000,1.0000
1879.6000,0.9164
1879.7000,0.5083
1879.8000,1.4014
1879.9000,0.9329
1880.0000,0.2708
1880.3000,0.7125
1880.5000,0.0347
1880.7000,0.6431
1880.8000,0.0181
1880.9000,1.0000
1881.0000,2.0000
1881.1000,0.0014
1881.2000,1.0000
1881.3000,1.3616
1881.4000,1.0000
1881.5000,1.0000
1881.6000,0.6973
1881.7000,0.1356
1881.8000,0.3847
1881.9000,0.5528
1882.0000,1.1389
1882.2000,0.7507
1882.6000,0.1167
1882.7000,0.4630
1882.8000,0.8083
1883.0000,0.5139
1883.1000,0.8274
1883.3000,0.4833
1884.1000,0.7342
1884.2000,1.2167
1884.4000,0.6000
1884.6000,1.0000
1884.8000,0.6740
1885.3000,0.4125
1885.4000,0.7548
1885.5000,0.1042
1886.1000,0.1904
1886.3000,0.8847
1886.4000,0.2236
1886.8000,1.0000
1887.1000,1.3306
1887.2000,1.9644
1887.3000,1.2685
1887.6000,1.0000
1887.9000,0.5333
1888.2000,0.4822
1888.3000,1.0000
1888.5000,0.4306
1888.8000,0.3808
1889.0000,0.3194
1889.2000,0.0250
1889.3000,0.3778
1889.6000,0.5639
1890.0000,0.8472
1890.1000,0.8000
1890.2000,0.5528
1890.4000,0.7417
1890.5000,1.0000
1890.7000,1.0000
1890.8000,0.6808
1890.9000,1.0000
1891.3000,0.5458
1891.6000,0.5192
1891.7000,0.8792
1891.9000,0.8192
1892.0000,1.0000
1892.1000,0.7000
1892.2000,0.6569
