title,Fdc1 @ 350 K - multiple X-axis,,,,,,,,,,,,,
plot_type,multi-line,,,,,,,,,,,,,
x_label,Time (ns),,,,,,,,,,,,,
y_label,Secondary structure (%),,,,,,,,,,,,,
x_unit,ns,,,,,,,,,,,,,
y_unit,%,,,,,,,,,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000,,#68D2FB,,#000080,#009F00,,#800080
label,None,,Parallel Beta-sheet,,Anti Beta-sheet,,3-10 helix,,Alpha helix,,Pi(3-14) helix,Turn,,Bend
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_y,axis_x,axis_y
7.546,0.25345,7.546,0.05819,7.546,0.13116,,,,,7.546,0.00493,0.18245,7.546,0.1499
7.548,0.24753,7.548,0.0572,7.548,0.13215,,,,,7.548,0.00493,0.17456,7.548,0.1568
7.55,0.24359,7.55,0.0572,7.55,0.13609,,,,,7.55,0,0.18738,7.55,0.15187
7.552,0.24359,7.552,0.05227,7.552,0.14201,,,,,7.552,0,0.17554,7.552,0.14596
7.554,0.23964,7.554,0.05917,7.554,0.13905,,,,,7.554,0,0.17653,7.554,0.15286
7.556,0.25345,7.556,0.0641,7.556,0.12525,,,,,7.556,0,0.1716,7.556,0.14892
7.558,0.24556,7.558,0.06114,7.558,0.13215,,,,,7.558,0,0.18442,7.558,0.15286
7.56,0.25148,7.56,0.0572,7.56,0.13412,,,,,7.56,0.00986,0.17949,7.56,0.14892
7.562,0.25345,7.562,0.05424,7.562,0.13314,,,,,7.562,0.00493,0.1716,7.562,0.15779
7.564,0.24655,7.564,0.05523,7.564,0.13511,,,,,7.564,0,0.16568,7.564,0.15582
7.566,0.24556,7.566,0.06114,7.566,0.13412,,,,,7.566,0,0.17061,7.566,0.1499
7.568,0.24556,7.568,0.05819,7.568,0.13314,,,,,7.568,0,0.18146,7.568,0.15976
7.57,0.24753,7.57,0.0572,7.57,0.12919,,,,,7.57,0.00493,0.1716,7.57,0.1568
7.572,0.2574,7.572,0.06016,7.572,0.12327,,,,,7.572,0,0.17258,7.572,0.16174
7.574,0.26233,7.574,0.05128,7.574,0.12623,,,,,7.574,0.00493,0.18442,7.574,0.15483
7.576,0.24458,7.576,0.0572,7.576,0.13905,,,,,7.576,0,0.15483,7.576,0.15187
7.578,0.25247,7.578,0.0572,7.578,0.12722,,,,,7.578,0,0.17653,7.578,0.15779
7.58,0.24852,7.58,0.05621,7.58,0.13609,,,,,7.58,0,0.16765,7.58,0.15286
7.582,0.25345,7.582,0.04931,7.582,0.13412,,,,,7.582,0.00493,0.17751,7.582,0.1499
7.584,0.24063,7.584,0.05917,7.584,0.13511,,,,,7.584,0.00493,0.16963,7.584,0.1568
7.586,0.25148,7.586,0.05917,7.586,0.13215,,,,,7.586,0.00493,0.17653,7.586,0.1499
7.588,0.23866,7.588,0.0641,7.588,0.12722,,,,,7.588,0,0.18639,7.588,0.16272
7.59,0.25641,7.59,0.06114,7.59,0.12722,,,,,7.59,0.00493,0.16568,7.59,0.15582
7.592,0.24753,7.592,0.05621,7.592,0.13708,,,,,7.592,0.00493,0.18343,7.592,0.14892
7.594,0.25345,7.594,0.05819,7.594,0.13018,,,,,7.594,0.00493,0.17357,7.594,0.143
7.596,0.24359,7.596,0.06312,7.596,0.13018,,,,,7.596,0.00493,0.17357,7.596,0.1568
7.598,0.25049,7.598,0.06607,7.598,0.12722,,,,,7.598,0.00493,0.17061,7.598,0.15878
7.6,0.24753,7.6,0.06016,7.6,0.13609,,,,,7.6,0,0.18343,7.6,0.14398
7.602,0.25247,7.602,0.06016,7.602,0.13018,,,,,7.602,0.00493,0.16963,7.602,0.15089
7.604,0.25542,7.604,0.05523,7.604,0.12919,,,,,7.604,0,0.17357,7.604,0.15878
7.606,0.24655,7.606,0.05819,7.606,0.14004,,,,,7.606,0.00493,0.18245,7.606,0.14892
7.608,0.25345,7.608,0.06312,7.608,0.12919,,,,,7.608,0,0.1854,7.608,0.15187
7.61,0.24852,7.61,0.05523,7.61,0.13314,,,,,7.61,0.00493,0.17653,7.61,0.15582
7.612,0.25148,7.612,0.05917,7.612,0.12722,,,,,7.612,0.00493,0.17949,7.612,0.15385
7.614,0.2426,7.614,0.06213,7.614,0.13314,,,,,7.614,0.00493,0.16667,7.614,0.15483
7.616,0.24655,7.616,0.06312,7.616,0.12919,,,,,7.616,0,0.18442,7.616,0.1568
7.618,0.24753,7.618,0.05523,7.618,0.13018,,,,,7.618,0.00493,0.1716,7.618,0.15779
7.62,0.24458,7.62,0.06213,7.62,0.12919,,,,,7.62,0,0.17653,7.62,0.15286
7.622,0.25345,7.622,0.05819,7.622,0.13018,,,,,7.622,0.00493,0.17949,7.622,0.16075
7.624,0.24951,7.624,0.06213,7.624,0.13412,,,,,7.624,0,0.18442,7.624,0.14892
7.626,0.23669,7.626,0.0572,7.626,0.13609,,,,,7.626,0.00493,0.17554,7.626,0.16174
7.628,0.25444,7.628,0.06213,7.628,0.12525,,,,,7.628,0,0.16667,7.628,0.16174
7.63,0.24753,7.63,0.05523,7.63,0.13511,,,,,7.63,0.00493,0.19034,7.63,0.15385
7.632,0.24063,7.632,0.0572,7.632,0.13412,,,,,7.632,0,0.18442,7.632,0.15976
7.634,0.25148,7.634,0.05523,7.634,0.13018,,,,,7.634,0.00986,0.16963,7.634,0.16469
7.636,0.24655,7.636,0.05325,7.636,0.13314,,,,,7.636,0.00493,0.1854,7.636,0.15089
7.638,0.24556,7.638,0.05523,7.638,0.13116,,,,,7.638,0,0.16765,7.638,0.15779
7.64,0.24458,7.64,0.0572,7.64,0.13708,,,,,7.64,0.00493,0.16864,7.64,0.15286
7.642,0.24458,7.642,0.06114,7.642,0.13314,,,,,7.642,0,0.16864,7.642,0.14892
7.644,0.2426,7.644,0.0572,7.644,0.13412,,,,,7.644,0.00493,0.17456,7.644,0.16568
7.646,0.24162,7.646,0.05917,7.646,0.13708,,,,,7.646,0,0.17258,7.646,0.15385
7.648,0.24359,7.648,0.06312,7.648,0.13314,,,,,7.648,0.00493,0.18639,7.648,0.14892
7.65,0.24852,7.65,0.06213,7.65,0.12821,,,,,7.65,0,0.17653,7.65,0.1568
7.652,0.25345,7.652,0.05227,7.652,0.13511,,,,,7.652,0.00493,0.16075,7.652,0.15976
7.654,0.24655,7.654,0.05917,7.654,0.13215,,,,,7.654,0,0.17653,7.654,0.16075
7.656,0.23866,7.656,0.06509,7.656,0.13215,,,,,7.656,0.00493,0.16963,7.656,0.1499
7.658,0.24655,7.658,0.0572,7.658,0.13116,,,,,7.658,0,0.17357,7.658,0.16371
7.66,0.25148,7.66,0.0572,7.66,0.13215,,,,,7.66,0,0.15878,7.66,0.15976
7.662,0.25148,7.662,0.05325,7.662,0.13412,,,,,7.662,0,0.16371,7.662,0.16174
7.664,0.25345,7.664,0.0572,7.664,0.13018,,,,,7.664,0.00493,0.16075,7.664,0.15582
7.666,0.23767,7.666,0.06312,7.666,0.13905,,,,,7.666,0.00493,0.18047,7.666,0.15582
7.668,0.2426,7.668,0.05621,7.668,0.13609,,,,,7.668,0.00493,0.1785,7.668,0.1568
7.67,0.23866,7.67,0.0572,7.67,0.13511,,,,,7.67,0.00592,0.17357,7.67,0.16272
7.672,0.2426,7.672,0.06312,7.672,0.12426,,,,,7.672,0,0.16568,7.672,0.16765
7.674,0.24655,7.674,0.05917,7.674,0.12919,,,,,7.674,0.00493,0.1785,7.674,0.15483
7.676,0.2426,7.676,0.06114,7.676,0.13412,,,,,7.676,0,0.18639,7.676,0.1568
7.678,0.25247,7.678,0.05523,7.678,0.12623,,,,,7.678,0,0.18343,7.678,0.15976
7.68,0.25049,7.68,0.05128,7.68,0.13511,,,,,7.68,0,0.18146,7.68,0.15582
7.682,0.2357,7.682,0.0641,7.682,0.13018,,,,,7.682,0.00493,0.17456,7.682,0.15878
7.684,0.23866,7.684,0.06213,7.684,0.13314,,,,,7.684,0,0.18047,7.684,0.15385
7.686,0.25049,7.686,0.05523,7.686,0.13511,,,,,7.686,0,0.1785,7.686,0.15779
7.688,0.24852,7.688,0.05621,7.688,0.13116,,,,,7.688,0,0.19329,7.688,0.1499
7.69,0.24162,7.69,0.06213,7.69,0.13708,,,,,7.69,0.00493,0.16469,7.69,0.15582
7.692,0.25148,7.692,0.05917,7.692,0.13116,,,,,7.692,0,0.17258,7.692,0.1499
7.694,0.23866,7.694,0.06312,7.694,0.13314,,,,,7.694,0,0.18738,7.694,0.15779
7.696,0.24556,7.696,0.0572,7.696,0.13314,,,,,7.696,0.00493,0.17751,7.696,0.15286
7.698,0.24951,7.698,0.05621,7.698,0.13116,,,,,7.698,0,0.16765,7.698,0.15582
7.7,0.24655,7.7,0.05621,7.7,0.13412,,,,,7.7,0.00493,0.16568,7.7,0.16174
7.702,0.25049,7.702,0.05819,7.702,0.12821,,,,,7.702,0.00493,0.17751,7.702,0.16174
7.704,0.24753,7.704,0.06213,7.704,0.12821,,,,,7.704,0,0.18836,7.704,0.14694
7.706,0.24951,7.706,0.05917,7.706,0.12919,,,,,7.706,0,0.15976,7.706,0.15976
7.708,0.24951,7.708,0.0572,7.708,0.13215,,,,,7.708,0.00493,0.16765,7.708,0.1568
7.71,0.25247,7.71,0.05917,7.71,0.12623,,,,,7.71,0.00493,0.17653,7.71,0.1499
7.712,0.2426,7.712,0.05819,7.712,0.14201,,,,,7.712,0.00493,0.16272,7.712,0.15089
7.714,0.24852,7.714,0.05819,7.714,0.13116,,,,,7.714,0.00493,0.15976,7.714,0.15779
7.716,0.25148,7.716,0.05819,7.716,0.13314,,,,,7.716,0.00493,0.16469,7.716,0.15187
7.718,0.24951,7.718,0.06213,7.718,0.12919,,,,,7.718,0,0.16765,7.718,0.15187
7.72,0.24458,7.72,0.05917,7.72,0.13708,,,,,7.72,0.00493,0.16272,7.72,0.15385
7.722,0.24655,7.722,0.05128,7.722,0.14398,,,,,7.722,0.00493,0.17554,7.722,0.14793
7.724,0.22485,7.724,0.06903,7.724,0.13905,,,,,7.724,0.00493,0.18245,7.724,0.15779
7.726,0.24458,7.726,0.05227,7.726,0.14004,,,,,7.726,0,0.16864,7.726,0.15286
7.728,0.24556,7.728,0.05819,7.728,0.13412,,,,,7.728,0,0.18343,7.728,0.16174
7.73,0.24458,7.73,0.05917,7.73,0.13708,,,,,7.73,0.00493,0.1785,7.73,0.15089
7.732,0.25542,7.732,0.05621,7.732,0.13511,,,,,7.732,0,0.18245,7.732,0.14694
7.734,0.23866,7.734,0.05621,7.734,0.14103,,,,,7.734,0.00493,0.1854,7.734,0.1499
7.736,0.25838,7.736,0.05424,7.736,0.13412,,,,,7.736,0.00986,0.17061,7.736,0.14497
7.738,0.24063,7.738,0.06114,7.738,0.13511,,,,,7.738,0.00493,0.16272,7.738,0.15286
7.74,0.24753,7.74,0.0572,7.74,0.13314,,,,,7.74,0,0.18442,7.74,0.15286
7.742,0.24556,7.742,0.06114,7.742,0.13807,,,,,7.742,0,0.18442,7.742,0.1499
7.744,0.24852,7.744,0.05424,7.744,0.13609,,,,,7.744,0.00493,0.16963,7.744,0.15582
7.746,0.25444,7.746,0.05917,7.746,0.12525,,,,,7.746,0.00493,0.18047,7.746,0.15286
7.748,0.25444,7.748,0.05325,7.748,0.13215,,,,,7.748,0,0.19034,7.748,0.16667
7.75,0.2574,7.75,0.05917,7.75,0.12525,,,,,7.75,0,0.16765,7.75,0.14596
7.752,0.26627,7.752,0.05621,7.752,0.12722,,,,,7.752,0.00986,0.16963,7.752,0.14497
7.754,0.25148,7.754,0.06016,7.754,0.13314,,,,,7.754,0.00493,0.17061,7.754,0.14793
7.756,0.24162,7.756,0.05917,7.756,0.14201,,,,,7.756,0.00493,0.17653,7.756,0.14596
7.758,0.24556,7.758,0.06114,7.758,0.13215,,,,,7.758,0,0.15878,7.758,0.16371
7.76,0.25049,7.76,0.06114,7.76,0.13018,,,,,7.76,0.00493,0.16371,7.76,0.1568
7.762,0.2426,7.762,0.05819,7.762,0.13807,,,,,7.762,0,0.18738,7.762,0.15089
7.764,0.23373,7.764,0.0641,7.764,0.13708,,,,,7.764,0,0.16568,7.764,0.16371
7.766,0.24852,7.766,0.05523,7.766,0.13807,,,,,7.766,0,0.16272,7.766,0.15286
7.768,0.23767,7.768,0.06509,7.768,0.13511,,,,,7.768,0.00493,0.19132,7.768,0.1499
7.77,0.23767,7.77,0.0641,7.77,0.13609,,,,,7.77,0.00493,0.17258,7.77,0.14596
7.772,0.25148,7.772,0.05621,7.772,0.13215,,,,,7.772,0.00493,0.17258,7.772,0.15779
7.774,0.2426,7.774,0.0572,7.774,0.13511,,,,,7.774,0,0.18442,7.774,0.1499
7.776,0.24753,7.776,0.05325,7.776,0.13708,,,,,7.776,0.00493,0.16174,7.776,0.15779
7.778,0.24655,7.778,0.0572,7.778,0.13511,,,,,7.778,0.00493,0.16272,7.778,0.15187
7.78,0.2426,7.78,0.06114,7.78,0.13412,,,,,7.78,0.00493,0.16765,7.78,0.15878
7.782,0.24556,7.782,0.05917,7.782,0.13511,,,,,7.782,0,0.17061,7.782,0.15582
7.784,0.25641,7.784,0.06016,7.784,0.13609,,,,,7.784,0.00493,0.17949,7.784,0.14398
7.786,0.24458,7.786,0.0641,7.786,0.13314,,,,,7.786,0,0.17061,7.786,0.16075
7.788,0.2426,7.788,0.06312,7.788,0.13708,,,,,7.788,0,0.17949,7.788,0.15385
7.79,0.25247,7.79,0.06312,7.79,0.12426,,,,,7.79,0.00493,0.1716,7.79,0.15385
7.792,0.24852,7.792,0.06114,7.792,0.13314,,,,,7.792,0.00493,0.18639,7.792,0.15483
7.794,0.25148,7.794,0.0572,7.794,0.13511,,,,,7.794,0,0.16174,7.794,0.15089
7.796,0.25444,7.796,0.0572,7.796,0.12722,,,,,7.796,0.00493,0.1716,7.796,0.14892
7.798,0.2574,7.798,0.06114,7.798,0.12426,,,,,7.798,0,0.18836,7.798,0.143
7.8,0.2426,7.8,0.05917,7.8,0.13215,,,,,7.8,0.00493,0.17751,7.8,0.16568
7.802,0.24359,7.802,0.05917,7.802,0.13708,,,,,7.802,0.00493,0.17554,7.802,0.15286
7.804,0.24556,7.804,0.06607,7.804,0.12722,,,,,7.804,0,0.17061,7.804,0.1499
7.806,0.25148,7.806,0.06114,7.806,0.13412,,,,,7.806,0.00493,0.16864,7.806,0.15385
7.808,0.25444,7.808,0.05325,7.808,0.13018,,,,,7.808,0,0.18442,7.808,0.15976
7.81,0.25148,7.81,0.06016,7.81,0.13314,,,,,7.81,0,0.1716,7.81,0.14596
7.812,0.24852,7.812,0.0572,7.812,0.14398,,,,,7.812,0,0.18343,7.812,0.143
7.814,0.2426,7.814,0.06114,7.814,0.13511,,,,,7.814,0,0.18047,7.814,0.14201
7.816,0.24852,7.816,0.06114,7.816,0.13314,,,,,7.816,0,0.16667,7.816,0.15483
7.818,0.26134,7.818,0.05917,7.818,0.12327,,,,,7.818,0,0.18245,7.818,0.15089
7.82,0.25247,7.82,0.06213,7.82,0.12722,,,,,7.82,0.00493,0.16667,7.82,0.15089
7.822,0.23964,7.822,0.06213,7.822,0.13905,,,,,7.822,0,0.17258,7.822,0.15187
7.824,0.25247,7.824,0.05424,7.824,0.12919,,,,,7.824,0.00493,0.18442,7.824,0.15385
7.826,0.24063,7.826,0.0572,7.826,0.13116,,,,,7.826,0.00986,0.17357,7.826,0.1568
7.828,0.24753,7.828,0.05621,7.828,0.13018,,,,,7.828,0,0.16765,7.828,0.15779
7.83,0.24359,7.83,0.06312,7.83,0.13412,,,,,7.83,0,0.17061,7.83,0.14201
7.832,0.24063,7.832,0.0572,7.832,0.13807,,,,,7.832,0,0.17949,7.832,0.15582
7.834,0.24063,7.834,0.05917,7.834,0.13609,,,,,7.834,0.00493,0.17751,7.834,0.16174
7.836,0.25937,7.836,0.05819,7.836,0.12722,,,,,7.836,0.00493,0.1568,7.836,0.15089
7.838,0.24458,7.838,0.06312,7.838,0.13116,,,,,7.838,0.00986,0.16568,7.838,0.16174
7.84,0.24753,7.84,0.05424,7.84,0.13511,,,,,7.84,0.00493,0.16667,7.84,0.16272
7.842,0.23964,7.842,0.06114,7.842,0.13905,,,,,7.842,0.00493,0.17456,7.842,0.15187
7.844,0.25345,7.844,0.05621,7.844,0.13412,,,,,7.844,0,0.16469,7.844,0.16075
7.846,0.24458,7.846,0.05917,7.846,0.13412,,,,,7.846,0,0.17258,7.846,0.15582
7.848,0.23471,7.848,0.06114,7.848,0.13412,,,,,7.848,0,0.16371,7.848,0.16174
7.85,0.24556,7.85,0.06509,7.85,0.13018,,,,,7.85,0.00493,0.17258,7.85,0.14497
7.852,0.25049,7.852,0.06016,7.852,0.13018,,,,,7.852,0.00493,0.15878,7.852,0.15582
7.854,0.23767,7.854,0.06706,7.854,0.13511,,,,,7.854,0.00493,0.15286,7.854,0.14793
7.856,0.24951,7.856,0.05917,7.856,0.13215,,,,,7.856,0,0.16469,7.856,0.15483
7.858,0.25444,7.858,0.05621,7.858,0.13314,,,,,7.858,0.00493,0.17061,7.858,0.14793
7.86,0.25247,7.86,0.05819,7.86,0.13215,,,,,7.86,0.00493,0.15779,7.86,0.15483
7.862,0.24951,7.862,0.05325,7.862,0.13905,,,,,7.862,0,0.17949,7.862,0.1499
7.864,0.24852,7.864,0.05621,7.864,0.13412,,,,,7.864,0,0.16864,7.864,0.1568
7.866,0.24556,7.866,0.05819,7.866,0.13609,,,,,7.866,0,0.16864,7.866,0.15187
7.868,0.24852,7.868,0.06016,7.868,0.13511,,,,,7.868,0.00493,0.17554,7.868,0.15089
7.87,0.25345,7.87,0.05424,7.87,0.13511,,,,,7.87,0,0.20217,7.87,0.14398
7.872,0.25148,7.872,0.05819,7.872,0.13215,,,,,7.872,0.00493,0.15779,7.872,0.1499
7.874,0.24655,7.874,0.05621,7.874,0.13412,,,,,7.874,0.00493,0.16469,7.874,0.15187
7.876,0.25838,7.876,0.0572,7.876,0.12525,,,,,7.876,0.00493,0.1785,7.876,0.15187
7.878,0.24655,7.878,0.05227,7.878,0.13807,,,,,7.878,0,0.16765,7.878,0.16075
7.88,0.25937,7.88,0.05621,7.88,0.12821,,,,,7.88,0,0.17258,7.88,0.143
7.882,0.24655,7.882,0.0572,7.882,0.13116,,,,,7.882,0,0.1785,7.882,0.15779
7.884,0.25345,7.884,0.05325,7.884,0.13412,,,,,7.884,0,0.1716,7.884,0.15286
7.886,0.25345,7.886,0.06114,7.886,0.12623,,,,,7.886,0.00493,0.16667,7.886,0.1499
7.888,0.25049,7.888,0.0572,7.888,0.13018,,,,,7.888,0,0.16963,7.888,0.15582
7.89,0.24359,7.89,0.06016,7.89,0.13511,,,,,7.89,0,0.17061,7.89,0.14596
7.892,0.25148,7.892,0.05227,7.892,0.13314,,,,,7.892,0,0.1785,7.892,0.15385
7.894,0.24852,7.894,0.05917,7.894,0.13609,,,,,7.894,0,0.17554,7.894,0.14793
7.896,0.24162,7.896,0.06016,7.896,0.13905,,,,,7.896,0,0.17357,7.896,0.15286
7.898,0.25444,7.898,0.05424,7.898,0.13116,,,,,7.898,0,0.16765,7.898,0.15582
7.9,0.25049,7.9,0.05621,7.9,0.13215,,,,,7.9,0.00493,0.16667,7.9,0.15779
7.902,0.24951,7.902,0.05917,7.902,0.13116,,,,,7.902,0.00493,0.17258,7.902,0.14892
7.904,0.24162,7.904,0.05325,7.904,0.13905,,,,,7.904,0.00493,0.17456,7.904,0.15976
7.906,0.2574,7.906,0.05227,7.906,0.13116,,,,,7.906,0,0.17357,7.906,0.1568
7.908,0.24655,7.908,0.0572,7.908,0.13314,,,,,7.908,0,0.19527,7.908,0.15187
7.91,0.23669,7.91,0.05917,7.91,0.14398,,,,,7.91,0,0.17751,7.91,0.1568
7.912,0.24753,7.912,0.06213,7.912,0.13609,,,,,7.912,0,0.16469,7.912,0.15976
7.914,0.23964,7.914,0.05917,7.914,0.13412,,,,,7.914,0,0.1716,7.914,0.16765
7.916,0.23964,7.916,0.06016,7.916,0.13215,,,,,7.916,0.00493,0.17554,7.916,0.15582
7.918,0.24359,7.918,0.06312,7.918,0.13511,,,,,7.918,0,0.15582,7.918,0.15385
7.92,0.24162,7.92,0.06312,7.92,0.13905,,,,,7.92,0,0.18146,7.92,0.15089
7.922,0.2357,7.922,0.06114,7.922,0.14004,,,,,7.922,0,0.17061,7.922,0.16075
7.924,0.24458,7.924,0.06312,7.924,0.13511,,,,,7.924,0,0.17751,7.924,0.15385
7.926,0.24556,7.926,0.06213,7.926,0.13018,,,,,7.926,0,0.16864,7.926,0.14694
7.928,0.25542,7.928,0.06016,7.928,0.12722,,,,,7.928,0,0.17357,7.928,0.15878
7.93,0.25345,7.93,0.05917,7.93,0.12919,,,,,7.93,0.00493,0.16272,7.93,0.16075
7.932,0.25049,7.932,0.0572,7.932,0.12623,,,,,7.932,0,0.17653,7.932,0.15187
7.934,0.24458,7.934,0.06114,7.934,0.12821,,,,,7.934,0.00493,0.15976,7.934,0.15779
7.936,0.23767,7.936,0.06114,7.936,0.13807,,,,,7.936,0,0.18245,7.936,0.15286
7.938,0.2426,7.938,0.05523,7.938,0.13511,,,,,7.938,0.00493,0.18047,7.938,0.15779
7.94,0.2426,7.94,0.06114,7.94,0.14103,,,,,7.94,0.00493,0.18047,7.94,0.15089
7.942,0.24556,7.942,0.05917,7.942,0.13807,,,,,7.942,0,0.18836,7.942,0.14892
7.944,0.24852,7.944,0.06213,7.944,0.12919,,,,,7.944,0.00493,0.18245,7.944,0.14201
7.946,0.23866,7.946,0.06805,7.946,0.13708,,,,,7.946,0,0.16371,7.946,0.15089
7.948,0.24852,7.948,0.05819,7.948,0.13609,,,,,7.948,0,0.17456,7.948,0.15483
7.95,0.25148,7.95,0.05128,7.95,0.13807,,,,,7.95,0.00493,0.1568,7.95,0.1568
7.952,0.24162,7.952,0.06706,7.952,0.13314,,,,,7.952,0,0.17949,7.952,0.14892
7.954,0.24753,7.954,0.05917,7.954,0.13116,,,,,7.954,0.00493,0.17258,7.954,0.14892
7.956,0.24458,7.956,0.0641,7.956,0.13412,,,,,7.956,0,0.16963,7.956,0.15582
7.958,0.23866,7.958,0.0641,7.958,0.13708,,,,,7.958,0,0.17456,7.958,0.15187
7.96,0.24458,7.96,0.06213,7.96,0.13708,,,,,7.96,0,0.17949,7.96,0.14793
7.962,0.24852,7.962,0.05621,7.962,0.13807,,,,,7.962,0.00493,0.17061,7.962,0.15187
7.964,0.2426,7.964,0.06213,7.964,0.13314,,,,,7.964,0,0.15385,7.964,0.16371
7.966,0.24458,7.966,0.05227,7.966,0.14201,,,,,7.966,0.00493,0.16371,7.966,0.15385
7.968,0.24951,7.968,0.05819,7.968,0.13314,,,,,7.968,0,0.18146,7.968,0.1568
7.97,0.24556,7.97,0.06509,7.97,0.13018,,,,,7.97,0.00493,0.18836,7.97,0.14793
7.972,0.24458,7.972,0.06016,7.972,0.12919,,,,,7.972,0.00493,0.17949,7.972,0.16075
7.974,0.24655,7.974,0.06016,7.974,0.13116,,,,,7.974,0.00493,0.16963,7.974,0.14892
7.976,0.24951,7.976,0.05424,7.976,0.13609,,,,,7.976,0.00493,0.17357,7.976,0.15385
7.978,0.25049,7.978,0.05819,7.978,0.12722,,,,,7.978,0.00493,0.17357,7.978,0.16864
7.98,0.25542,7.98,0.05819,7.98,0.12623,,,,,7.98,0,0.17949,7.98,0.16075
7.982,0.24458,7.982,0.06312,7.982,0.13215,,,,,7.982,0,0.17456,7.982,0.1568
7.984,0.25444,7.984,0.05819,7.984,0.13215,,,,,7.984,0,0.18146,7.984,0.15089
7.986,0.24852,7.986,0.06016,7.986,0.13314,,,,,7.986,0,0.16667,7.986,0.143
7.988,0.2426,7.988,0.06213,7.988,0.13412,,,,,7.988,0.00493,0.16469,7.988,0.15187
7.99,0.25049,7.99,0.06607,7.99,0.12821,,,,,7.99,0,0.18047,7.99,0.14596
7.992,0.24852,7.992,0.05917,7.992,0.13511,,,,,7.992,0.00493,0.16371,7.992,0.16864
7.994,0.24852,7.994,0.06312,7.994,0.12623,,,,,7.994,0.00493,0.17949,7.994,0.1499
7.996,0.25049,7.996,0.06312,7.996,0.12525,,,,,7.996,0.00493,0.16075,7.996,0.15582
7.998,0.23964,7.998,0.06114,7.998,0.13609,,,,,7.998,0,0.18047,7.998,0.16272
8,0.25345,8,0.06312,8,0.11933,,,,,8,0.00493,0.18639,8,0.15976
8.002,0.2574,8.002,0.05819,8.002,0.13116,,,,,8.002,0.00493,0.16075,8.002,0.15089
8.004,0.2574,8.004,0.0641,8.004,0.12426,,,,,8.004,0.00493,0.16667,8.004,0.15483
8.006,0.24655,8.006,0.0641,8.006,0.12623,,,,,8.006,0.00493,0.17751,8.006,0.16075
8.008,0.24063,8.008,0.06016,8.008,0.13215,,,,,8.008,0,0.17357,8.008,0.15878
8.01,0.25049,8.01,0.05917,8.01,0.13215,,,,,8.01,0,0.18343,8.01,0.15286
8.012,0.25937,8.012,0.0572,8.012,0.12525,,,,,8.012,0.00493,0.16174,8.012,0.16864
8.014,0.25542,8.014,0.05424,8.014,0.13018,,,,,8.014,0.00493,0.17751,8.014,0.15779
8.016,0.25148,8.016,0.05325,8.016,0.13412,,,,,8.016,0.00493,0.16765,8.016,0.15483
8.018,0.24753,8.018,0.06312,8.018,0.12821,,,,,8.018,0.00493,0.17554,8.018,0.15582
8.02,0.24359,8.02,0.0641,8.02,0.13018,,,,,8.02,0.00493,0.1716,8.02,0.15976
8.022,0.25148,8.022,0.06114,8.022,0.12525,,,,,8.022,0.00493,0.17456,8.022,0.15582
8.024,0.25247,8.024,0.05621,8.024,0.13116,,,,,8.024,0.00493,0.16075,8.024,0.15582
8.026,0.25049,8.026,0.06114,8.026,0.12623,,,,,8.026,0,0.16568,8.026,0.1568
8.028,0.2574,8.028,0.05128,8.028,0.12821,,,,,8.028,0.00493,0.18047,8.028,0.1499
8.03,0.24852,8.03,0.05523,8.03,0.13412,,,,,8.03,0.00493,0.18935,8.03,0.14892
8.032,0.25247,8.032,0.06114,8.032,0.12623,,,,,8.032,0.00493,0.17949,8.032,0.1568
8.034,0.2426,8.034,0.05424,8.034,0.13905,,,,,8.034,0.00493,0.18047,8.034,0.15582
8.036,0.25542,8.036,0.05819,8.036,0.12821,,,,,8.036,0.00493,0.17456,8.036,0.15187
8.038,0.24359,8.038,0.05917,8.038,0.13708,,,,,8.038,0,0.17456,8.038,0.15582
8.04,0.24852,8.04,0.06114,8.04,0.13314,,,,,8.04,0.00493,0.1785,8.04,0.15286
8.042,0.2574,8.042,0.06114,8.042,0.12919,,,,,8.042,0,0.16272,8.042,0.14497
8.044,0.25542,8.044,0.05917,8.044,0.12722,,,,,8.044,0.00493,0.15878,8.044,0.15582
8.046,0.24556,8.046,0.06312,8.046,0.13116,,,,,8.046,0,0.17456,8.046,0.1568
8.048,0.24162,8.048,0.06607,8.048,0.13314,,,,,8.048,0.00493,0.16667,8.048,0.16371
8.05,0.24753,8.05,0.06016,8.05,0.13708,,,,,8.05,0.00493,0.18442,8.05,0.14694
8.052,0.25444,8.052,0.04931,8.052,0.13215,,,,,8.052,0.00493,0.16765,8.052,0.15779
8.054,0.25247,8.054,0.05917,8.054,0.12919,,,,,8.054,0,0.15385,8.054,0.1499
8.056,0.2426,8.056,0.0572,8.056,0.13314,,,,,8.056,0.00493,0.18245,8.056,0.15878
8.058,0.24655,8.058,0.05128,8.058,0.14201,,,,,8.058,0,0.18047,8.058,0.15582
8.06,0.25148,8.06,0.05917,8.06,0.13314,,,,,8.06,0.00493,0.1854,8.06,0.1499
8.062,0.25049,8.062,0.05523,8.062,0.13018,,,,,8.062,0,0.17357,8.062,0.15878
8.064,0.24753,8.064,0.05621,8.064,0.13609,,,,,8.064,0.00493,0.1716,8.064,0.15286
