title,p27 - MD results - multiple x,,,,,,
plot_type,grid-line,,,,,,
x_label,Time (ns),,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000
label,Radius of Gyration,,Surface Area,,PA,,EHSS
y_labels,Rg (AA),,SASA (A^2),,CCS (A^2),,CCS (A^2)
label_unit,A,,A2,,A2,,A2
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y
8.08,31.3469,8.08,24829.4166,8.08,4688.16,8.08,6183.08
8.082,31.3554,8.082,24599.8491,8.082,4689.38,8.082,6187.46
8.084,31.3693,8.084,24706.9505,8.084,4698.36,8.084,6194.72
8.086,31.2835,8.086,24675.838,8.086,4683.78,8.086,6174.76
8.088,31.2752,8.088,24033.821,8.088,4685.71,8.088,6180.87
8.09,31.3271,8.09,24359.9611,8.09,4683.09,8.09,6174.76
8.092,31.3893,8.092,24771.6597,8.092,4697.91,8.092,6200.83
8.094,31.3371,8.094,24796.4203,8.094,4699.05,8.094,6195.27
8.096,31.305,8.096,24779.9193,8.096,4687.66,8.096,6179.87
8.098,31.2398,8.098,24689.1237,8.098,4675.38,8.098,6163.15
8.1,31.3122,8.1,24634.0993,8.1,4696.75,8.1,6197.52
8.102,31.2458,8.102,24513.6461,8.102,4672.11,8.102,6163.61
8.104,31.2674,8.104,24394.1765,8.104,4683.78,8.104,6172.39
8.106,31.3393,8.106,24553.6062,8.106,4687.57,8.106,6171.48
8.108,31.3544,8.108,24754.4197,8.108,4698.3,8.108,6195.38
8.11,31.2528,8.11,25115.4665,8.11,4691.76,8.11,6184.63
8.112,31.271,8.112,24678.1335,8.112,4682.53,8.112,6169.2
8.114,31.2693,8.114,24436.7243,8.114,4690.67,8.114,6185.27
8.116,31.3777,8.116,24897.3842,8.116,4695.59,8.116,6184.99
8.118,31.3752,8.118,25049.6761,8.118,4706.22,8.118,6202.96
8.12,31.3019,8.12,24323.8787,8.12,4685.5,8.12,6161.48
8.122,31.1441,8.122,24330.3445,8.122,4670.46,8.122,6156.12
8.124,31.1217,8.124,24072.0128,8.124,4661.17,8.124,6135.65
8.126,31.2217,8.126,24507.5869,8.126,4682.03,8.126,6175.28
8.128,31.3062,8.128,24224.9675,8.128,4685.96,8.128,6173.62
8.13,31.3866,8.13,24171.8629,8.13,4683.66,8.13,6167.6
8.132,31.4378,8.132,24923.8223,8.132,4702.91,8.132,6195.75
8.134,31.3136,8.134,24338.4935,8.134,4682,8.134,6169.28
8.136,31.3882,8.136,25084.075,8.136,4693.59,8.136,6177.99
8.138,31.3731,8.138,24230.1338,8.138,4690.6,8.138,6177.91
8.14,31.3174,8.14,24731.4368,8.14,4685.61,8.14,6179.72
8.142,31.3217,8.142,24686.0807,8.142,4694.4,8.142,6186.42
8.144,31.3565,8.144,24001.1816,8.144,4682.83,8.144,6169.12
8.146,31.3269,8.146,24300.4281,8.146,4680.79,8.146,6161.2
8.148,31.2983,8.148,24213.436,8.148,4676.46,8.148,6158.92
8.15,31.3155,8.15,24683.7557,8.15,4684.61,8.15,6164.07
8.152,31.3486,8.152,24685.9591,8.152,4691.01,8.152,6180.26
8.154,31.2866,8.154,24148.289,8.154,4672.16,8.154,6148.72
8.156,31.3146,8.156,24231.2675,8.156,4674.37,8.156,6151.29
8.158,31.3447,8.158,25030.6334,8.158,4693.51,8.158,6177.72
8.16,31.2825,8.16,24167.7441,8.16,4676.58,8.16,6160.28
8.162,31.2832,8.162,25095.4781,8.162,4687.95,8.162,6172.36
8.164,31.3109,8.164,24697.9966,8.164,4693.27,8.164,6185.38
8.166,31.364,8.166,24736.4466,8.166,4685.29,8.166,6166.8
8.168,31.3155,8.168,24286.9669,8.168,4680.13,8.168,6173.21
8.17,31.3426,8.17,24594.3045,8.17,4690.01,8.17,6183.43
8.172,31.328,8.172,24736.7567,8.172,4687.1,8.172,6172.82
8.174,31.3569,8.174,24577.7112,8.174,4681.08,8.174,6165.58
8.176,31.3327,8.176,24684.4981,8.176,4679.53,8.176,6161.42
8.178,31.2886,8.178,24511.1961,8.178,4682.92,8.178,6173.94
8.18,31.3366,8.18,25221.2048,8.18,4699.21,8.18,6195.83
8.182,31.3418,8.182,24430.8394,8.182,4688.84,8.182,6180.99
8.184,31.3746,8.184,24838.6712,8.184,4691.39,8.184,6178.27
8.186,31.2996,8.186,24736.0324,8.186,4682.95,8.186,6173.56
8.188,31.3178,8.188,24767.4112,8.188,4686.1,8.188,6173.29
8.19,31.2628,8.19,24755.9676,8.19,4683.66,8.19,6178.36
8.192,31.311,8.192,24616.7445,8.192,4696.37,8.192,6195.62
8.194,31.324,8.194,25017.6437,8.194,4688.73,8.194,6179.28
8.196,31.2594,8.196,24524.5811,8.196,4679.09,8.196,6165.56
8.198,31.285,8.198,24572.4259,8.198,4674.86,8.198,6158.27
8.2,31.2786,8.2,24388.8085,8.2,4683.73,8.2,6172.31
8.202,31.2258,8.202,24297.9176,8.202,4668.46,8.202,6143.23
8.204,31.2808,8.204,24490.0808,8.204,4682.06,8.204,6165.74
8.206,31.3332,8.206,24973.0959,8.206,4695.82,8.206,6195.28
8.208,31.3108,8.208,24501.0688,8.208,4680.63,8.208,6162.42
8.21,31.3067,8.21,24203.6987,8.21,4677.36,8.21,6157.25
8.212,31.3128,8.212,24812.4875,8.212,4686.03,8.212,6173.98
8.214,31.3265,8.214,24734.2494,8.214,4691.6,8.214,6185.76
8.216,31.2765,8.216,24754.4776,8.216,4678.06,8.216,6166.7
8.218,31.222,8.218,24122.6796,8.218,4662.26,8.218,6141.32
8.22,31.245,8.22,24291.2651,8.22,4674.95,8.22,6156.08
8.222,31.2767,8.222,24484.7645,8.222,4677.47,8.222,6157.75
8.224,31.257,8.224,24291.8613,8.224,4674.29,8.224,6158.93
8.226,31.2299,8.226,24065.3789,8.226,4675.94,8.226,6157.4
8.228,31.2637,8.228,24241.5386,8.228,4676.66,8.228,6158.84
8.23,31.2174,8.23,23866.8188,8.23,4669.51,8.23,6145.08
8.232,31.2192,8.232,24483.8549,8.232,4673.29,8.232,6154.89
8.234,31.2836,8.234,24064.355,8.234,4680.94,8.234,6166.41
8.236,31.2669,8.236,23855.6069,8.236,4669.5,8.236,6149.54
8.238,31.3016,8.238,24345.5051,8.238,4675.46,8.238,6158.39
8.24,31.3199,8.24,24715.1921,8.24,4678.19,8.24,6163.67
8.242,31.299,8.242,24098.1545,8.242,4681.3,8.242,6166.67
8.244,31.268,8.244,24298.9942,8.244,4682.7,8.244,6167.34
8.246,31.3094,8.246,24139.196,8.246,4688.9,8.246,6176.49
8.248,31.3319,8.248,24214.6618,8.248,4676.64,8.248,6160.11
8.25,31.3722,8.25,24265.9844,8.25,4690.63,8.25,6178.08
8.252,31.3948,8.252,24227.1073,8.252,4688.07,8.252,6170.46
8.254,31.4586,8.254,24561.2854,8.254,4698.5,8.254,6199.32
8.256,31.2785,8.256,24506.714,8.256,4678.05,8.256,6166.89
8.258,31.2837,8.258,24318.3229,8.258,4673.94,8.258,6156.48
8.26,31.3762,8.26,24481.8852,8.26,4683.2,8.26,6167.87
8.262,31.417,8.262,24453.7931,8.262,4696.98,8.262,6190.26
8.264,31.3788,8.264,24605.8111,8.264,4691.18,8.264,6178.09
8.266,31.311,8.266,24720.1069,8.266,4688.5,8.266,6178.45
8.268,31.3046,8.268,24707.6152,8.268,4688.13,8.268,6174.87
8.27,31.3702,8.27,24754.8167,8.27,4699.93,8.27,6196.36
8.272,31.3571,8.272,24668.353,8.272,4691.7,8.272,6178.71
8.274,31.322,8.274,24401.6841,8.274,4690.95,8.274,6177.45
8.276,31.295,8.276,24530.3545,8.276,4696.07,8.276,6188.12
8.278,31.2739,8.278,24068.2341,8.278,4680.26,8.278,6158.77
8.28,31.302,8.28,24376.5406,8.28,4684.42,8.28,6161.28
8.282,31.3261,8.282,24496.3857,8.282,4675.6,8.282,6151.28
8.284,31.2687,8.284,24617.9567,8.284,4681.34,8.284,6162.3
8.286,31.3106,8.286,24964.8555,8.286,4687.02,8.286,6164.27
8.288,31.2784,8.288,24381.0974,8.288,4673.7,8.288,6152.22
8.29,31.3122,8.29,24228.0881,8.29,4671.87,8.29,6142.54
8.292,31.3729,8.292,24774.5686,8.292,4690.64,8.292,6178.32
8.294,31.4058,8.294,24423.5501,8.294,4685.3,8.294,6176.06
8.296,31.3646,8.296,24611.5671,8.296,4684.93,8.296,6167.15
8.298,31.376,8.298,24347.1146,8.298,4676.02,8.298,6157.79
8.3,31.3797,8.3,24472.9322,8.3,4685.9,8.3,6168.28
8.302,31.3305,8.302,24657.6091,8.302,4685.16,8.302,6176.32
8.304,31.3965,8.304,24444.9074,8.304,4681.47,8.304,6164.79
8.306,31.3805,8.306,24338.4789,8.306,4686.43,8.306,6172.66
8.308,31.3252,8.308,24323.5682,8.308,4681.61,8.308,6164.12
8.31,31.3252,8.31,24365.7163,8.31,4679.87,8.31,6169.17
8.312,31.2674,8.312,24146.5966,8.312,4675.5,8.312,6158.81
8.314,31.2565,8.314,24178.331,8.314,4664.99,8.314,6150.67
8.316,31.3371,8.316,24689.5806,8.316,4685.36,8.316,6172.4
8.318,31.3799,8.318,24906.7181,8.318,4698.88,8.318,6191.17
8.32,31.3773,8.32,24844.6176,8.32,4689.88,8.32,6175.8
8.322,31.355,8.322,24377.6075,8.322,4681.72,8.322,6166.3
8.324,31.3845,8.324,24694.6034,8.324,4692.46,8.324,6185.12
8.326,31.4077,8.326,24662.5286,8.326,4698.74,8.326,6184.52
8.328,31.3411,8.328,24441.2497,8.328,4693.98,8.328,6185.88
8.33,31.2434,8.33,24118.1677,8.33,4670.79,8.33,6151.76
8.332,31.3021,8.332,24257.6178,8.332,4683.86,8.332,6171.43
8.334,31.3183,8.334,24734.926,8.334,4670.12,8.334,6145.32
8.336,31.2643,8.336,23901.5733,8.336,4676.63,8.336,6158.76
8.338,31.2303,8.338,24259.9047,8.338,4682.21,8.338,6166.3
8.34,31.2661,8.34,24675.7135,8.34,4671.8,8.34,6155.78
8.342,31.295,8.342,24630.9473,8.342,4676.31,8.342,6159.04
8.344,31.3248,8.344,24752.7181,8.344,4680.24,8.344,6162.29
8.346,31.274,8.346,24294.9424,8.346,4669.13,8.346,6144.91
8.348,31.3098,8.348,24627.4649,8.348,4677.55,8.348,6156.29
8.35,31.2738,8.35,24663.3545,8.35,4668.16,8.35,6149.8
8.352,31.3613,8.352,24925.916,8.352,4688.1,8.352,6172.5
8.354,31.3943,8.354,24420.7588,8.354,4689.99,8.354,6173.41
8.356,31.4161,8.356,24576.7086,8.356,4702.45,8.356,6197.4
8.358,31.3729,8.358,24776.5646,8.358,4682.31,8.358,6168.08
8.36,31.3002,8.36,24169.7583,8.36,4676,8.36,6162.12
8.362,31.3339,8.362,24619.267,8.362,4678.15,8.362,6163.76
8.364,31.3729,8.364,25356.0779,8.364,4693.63,8.364,6179.87
8.366,31.3904,8.366,25079.6338,8.366,4697.43,8.366,6188.38
8.368,31.3897,8.368,24654.9585,8.368,4685.53,8.368,6168.83
8.37,31.4118,8.37,25016.8341,8.37,4691.52,8.37,6177.29
8.372,31.4014,8.372,24393.1869,8.372,4692.82,8.372,6183.34
8.374,31.3697,8.374,24283.4793,8.374,4685.02,8.374,6171.26
8.376,31.354,8.376,24583.6184,8.376,4691.72,8.376,6178.21
8.378,31.258,8.378,24246.743,8.378,4672.99,8.378,6148.62
8.38,31.3286,8.38,25098.8042,8.38,4696.86,8.38,6191.05
8.382,31.2968,8.382,24612.1743,8.382,4668.15,8.382,6144.16
8.384,31.3391,8.384,24407.5861,8.384,4680.03,8.384,6160.97
8.386,31.2376,8.386,23667.9214,8.386,4667.23,8.386,6145.58
8.388,31.3043,8.388,24264.6972,8.388,4681.69,8.388,6167.39
8.39,31.3154,8.39,24837.8305,8.39,4677.49,8.39,6156.1
8.392,31.3019,8.392,24060.4516,8.392,4668.32,8.392,6147.81
8.394,31.3159,8.394,24468.5652,8.394,4683.66,8.394,6169.21
8.396,31.3435,8.396,24775.0272,8.396,4681.31,8.396,6161.25
8.398,31.357,8.398,24177.8504,8.398,4684.96,8.398,6167.49
8.4,31.3272,8.4,24469.1556,8.4,4678.73,8.4,6156.12
8.402,31.2301,8.402,23953.3909,8.402,4661.48,8.402,6131.6
8.404,31.2525,8.404,24449.6017,8.404,4673.03,8.404,6151.6
8.406,31.2483,8.406,23923.3607,8.406,4662.1,8.406,6134.94
8.408,31.2299,8.408,24364.0482,8.408,4665.19,8.408,6146.16
8.41,31.2922,8.41,24581.9122,8.41,4673.87,8.41,6154.3
8.412,31.2999,8.412,24126.6944,8.412,4672.5,8.412,6149.31
8.414,31.2858,8.414,24300.0936,8.414,4672.8,8.414,6148.75
8.416,31.3371,8.416,24452.9578,8.416,4686.64,8.416,6171.56
8.418,31.3408,8.418,24810.2767,8.418,4686.11,8.418,6166.85
8.42,31.2774,8.42,24498.8726,8.42,4671.37,8.42,6157.45
8.422,31.3319,8.422,24335.1924,8.422,4671.66,8.422,6145.49
8.424,31.3435,8.424,24073.1273,8.424,4673.18,8.424,6149.95
8.426,31.3565,8.426,24131.0069,8.426,4671.34,8.426,6148.6
8.428,31.3725,8.428,25203.1234,8.428,4679.91,8.428,6158.51
8.43,31.3257,8.43,24598.6461,8.43,4681.48,8.43,6161.05
8.432,31.3074,8.432,24418.1992,8.432,4674.2,8.432,6149.91
8.434,31.3619,8.434,24928.2255,8.434,4687.98,8.434,6174.19
8.436,31.3547,8.436,24760.7341,8.436,4685.78,8.436,6164.22
8.438,31.3586,8.438,25112.1417,8.438,4677.84,8.438,6157.11
8.44,31.3882,8.44,24645.1859,8.44,4678.3,8.44,6154.81
8.442,31.3438,8.442,24863.9231,8.442,4674.95,8.442,6154.31
8.444,31.2545,8.444,23994.4642,8.444,4663.18,8.444,6135.83
8.446,31.2701,8.446,24502.3125,8.446,4677.88,8.446,6162.68
8.448,31.3708,8.448,24057.0617,8.448,4678.75,8.448,6155.46
8.45,31.3505,8.45,24509.6223,8.45,4682.61,8.45,6164.68
8.452,31.3182,8.452,25204.7059,8.452,4686.78,8.452,6173.89
8.454,31.2603,8.454,24358.6039,8.454,4678.08,8.454,6159.57
8.456,31.3254,8.456,24795.1105,8.456,4680.98,8.456,6168.76
8.458,31.3543,8.458,24984.3809,8.458,4687.12,8.458,6167.18
8.46,31.298,8.46,24046.061,8.46,4664.61,8.46,6135.6
8.462,31.3672,8.462,24654.6328,8.462,4682.41,8.462,6167.24
8.464,31.2811,8.464,24545.5507,8.464,4683.71,8.464,6174.16
8.466,31.2763,8.466,24389.2937,8.466,4668.17,8.466,6138.21
8.468,31.3593,8.468,24403.3795,8.468,4685.79,8.468,6166.01
8.47,31.3336,8.47,24452.5552,8.47,4678.03,8.47,6154.34
8.472,31.3178,8.472,24545.993,8.472,4684.43,8.472,6165
8.474,31.3141,8.474,24409.8638,8.474,4679.13,8.474,6162.86
8.476,31.399,8.476,24899.3115,8.476,4698.2,8.476,6185.7
8.478,31.3997,8.478,24665.5172,8.478,4697.48,8.478,6190.15
8.48,31.4135,8.48,24527.6242,8.48,4688.05,8.48,6169.53
8.482,31.2628,8.482,24038.2254,8.482,4668.29,8.482,6150.03
8.484,31.2835,8.484,24405.7119,8.484,4688.08,8.484,6177.84
8.486,31.2632,8.486,24410.7395,8.486,4680.97,8.486,6163.2
8.488,31.2621,8.488,24155.4262,8.488,4675.45,8.488,6155.65
8.49,31.2836,8.49,24350.0107,8.49,4673,8.49,6158.9
8.492,31.3508,8.492,24387.3049,8.492,4690.67,8.492,6178.63
8.494,31.289,8.494,24210.1043,8.494,4675.07,8.494,6160.5
8.496,31.3376,8.496,24392.7761,8.496,4688.53,8.496,6175.62
8.498,31.2595,8.498,24404.9911,8.498,4672.4,8.498,6148.3
8.5,31.2893,8.5,24506.802,8.5,4679.67,8.5,6158.38
8.502,31.2746,8.502,24750.3996,8.502,4677.91,8.502,6158.48
8.504,31.2998,8.504,24391.2183,8.504,4667.61,8.504,6141.56
8.506,31.2651,8.506,24272.0697,8.506,4670.1,8.506,6150.46
8.508,31.2978,8.508,24312.595,8.508,4674.67,8.508,6136.08
8.51,31.312,8.51,24321.4512,8.51,4677.07,8.51,6155.04
8.512,31.3418,8.512,24365.9212,8.512,4677.01,8.512,6153.84
8.514,31.3903,8.514,24486.2706,8.514,4678.45,8.514,6157.09
8.516,31.3662,8.516,24958.341,8.516,4696.47,8.516,6182.86
8.518,31.2859,8.518,23577.1225,8.518,4666.39,8.518,6138.76
8.52,31.3351,8.52,24389.4774,8.52,4680.42,8.52,6161.81
8.522,31.3805,8.522,24317.6778,8.522,4686.73,8.522,6171.5
8.524,31.3636,8.524,24462.2966,8.524,4682.9,8.524,6161.11
8.526,31.2257,8.526,24005.8849,8.526,4660.59,8.526,6136.47
8.528,31.2505,8.528,24270.0372,8.528,4667.21,8.528,6145.92
8.53,31.285,8.53,24231.6859,8.53,4678.4,8.53,6161.2
8.532,31.2978,8.532,24011.9383,8.532,4679.88,8.532,6159.44
8.534,31.3449,8.534,24581.9669,8.534,4688.75,8.534,6175.87
8.536,31.256,8.536,24230.7736,8.536,4669.3,8.536,6146.74
8.538,31.2895,8.538,24071.3126,8.538,4670.65,8.538,6150.92
8.54,31.331,8.54,24462.6078,8.54,4685.77,8.54,6173.71
8.542,31.3099,8.542,24205.7909,8.542,4679.61,8.542,6164.8
8.544,31.3641,8.544,24129.4019,8.544,4681.47,8.544,6164.76
8.546,31.4027,8.546,24649.4418,8.546,4688,8.546,6172.26
8.548,31.3458,8.548,24096.099,8.548,4679.52,8.548,6162.3
8.55,31.357,8.55,24298.8149,8.55,4692.72,8.55,6177.09
8.552,31.2903,8.552,24487.7164,8.552,4690.55,8.552,6181.06
8.554,31.2499,8.554,24321.2929,8.554,4676.83,8.554,6160.56
8.556,31.3016,8.556,24562.0752,8.556,4683.6,8.556,6173.56
8.558,31.2695,8.558,23997.0525,8.558,4666.01,8.558,6146.39
8.56,31.2547,8.56,23831.8501,8.56,4656.54,8.56,6135.83
8.562,31.259,8.562,24007.8835,8.562,4670.9,8.562,6154.33
8.564,31.2888,8.564,24651.2865,8.564,4687.96,8.564,6173.83
8.566,31.3134,8.566,24507.5623,8.566,4673.72,8.566,6151.55
8.568,31.3644,8.568,24717.0156,8.568,4690.09,8.568,6177.64
8.57,31.2681,8.57,24074.7298,8.57,4669.26,8.57,6146.39
8.572,31.3477,8.572,24788.544,8.572,4681.62,8.572,6164.67
8.574,31.3721,8.574,24702.6938,8.574,4680.61,8.574,6158.08
8.576,31.3199,8.576,24323.9892,8.576,4668.54,8.576,6150.87
8.578,31.32,8.578,24571.3832,8.578,4682.65,8.578,6170.29
8.58,31.2982,8.58,23968.0235,8.58,4681.61,8.58,6172
8.582,31.4059,8.582,25046.2224,8.582,4705.43,8.582,6205.9
8.584,31.3605,8.584,24349.6742,8.584,4681.21,8.584,6163.01
8.586,31.3286,8.586,24354.4592,8.586,4674.26,8.586,6156.2
8.588,31.3453,8.588,24737.1149,8.588,4683.68,8.588,6171.03
8.59,31.2847,8.59,24256.3008,8.59,4678.26,8.59,6158.94
8.592,31.3695,8.592,24809.9843,8.592,4687.45,8.592,6175.06
8.594,31.3381,8.594,24684.6584,8.594,4701.87,8.594,6203.37
8.596,31.3027,8.596,24018.5905,8.596,4684.12,8.596,6170.28
8.598,31.2648,8.598,24227.0235,8.598,4680.41,8.598,6162.58
8.6,31.3073,8.6,24390.3159,8.6,4694.81,8.6,6189.91
8.602,31.3632,8.602,24358.9377,8.602,4686.43,8.602,6172.83
8.604,31.3487,8.604,24014.2226,8.604,4665.26,8.604,6137.61
8.606,31.2671,8.606,23889.2095,8.606,4665.27,8.606,6135.75
8.608,31.3696,8.608,24728.7149,8.608,4695.78,8.608,6181.06
8.61,31.2651,8.61,24067.6253,8.61,4670.81,8.61,6149.56
8.612,31.3287,8.612,24972.2422,8.612,4679.45,8.612,6160.52
8.614,31.3449,8.614,24693.3977,8.614,4682.99,8.614,6166.46
8.616,31.3107,8.616,24349.3702,8.616,4684.29,8.616,6175.18
8.618,31.3412,8.618,24319.0659,8.618,4686.29,8.618,6171.13
8.62,31.2944,8.62,24409.6114,8.62,4681.13,8.62,6170.99
8.622,31.3121,8.622,24579.1126,8.622,4674.52,8.622,6157.9
8.624,31.3766,8.624,24214.4001,8.624,4678.35,8.624,6158.41
8.626,31.342,8.626,24318.7857,8.626,4679.95,8.626,6166.1
8.628,31.2616,8.628,24341.9049,8.628,4675.56,8.628,6155.58
8.63,31.3567,8.63,24412.9997,8.63,4678.62,8.63,6157.87
8.632,31.3734,8.632,24911.1327,8.632,4695.22,8.632,6191.71
8.634,31.2245,8.634,24665.3275,8.634,4679.72,8.634,6168.94
8.636,31.229,8.636,23993.9062,8.636,4672.17,8.636,6151.17
8.638,31.3254,8.638,24358.8138,8.638,4683.95,8.638,6170.56
8.64,31.3505,8.64,24601.4436,8.64,4689.7,8.64,6174.18
8.642,31.2943,8.642,24001.7636,8.642,4681.43,8.642,6166.54
8.644,31.3496,8.644,24332.1804,8.644,4685.35,8.644,6174.98
8.646,31.337,8.646,24576.8198,8.646,4689.93,8.646,6177.31
8.648,31.3564,8.648,24281.6081,8.648,4681.47,8.648,6165.22
8.65,31.4464,8.65,24496.1232,8.65,4684.57,8.65,6166.42
8.652,31.3699,8.652,24088.9795,8.652,4680.83,8.652,6164.99
8.654,31.3323,8.654,23911.107,8.654,4674.84,8.654,6149.98
8.656,31.4024,8.656,24367.125,8.656,4682.36,8.656,6161.3
8.658,31.3246,8.658,23969.4017,8.658,4674.25,8.658,6150.75
8.66,31.3322,8.66,24956.363,8.66,4683.19,8.66,6167.11
8.662,31.2872,8.662,23900.3295,8.662,4668.64,8.662,6148.09
8.664,31.289,8.664,24458.0908,8.664,4674.8,8.664,6150.93
8.666,31.2708,8.666,24352.6649,8.666,4680.66,8.666,6167.5
8.668,31.2455,8.668,24082.1839,8.668,4658.47,8.668,6136.77
8.67,31.3405,8.67,24842.8319,8.67,4680.71,8.67,6160.48
8.672,31.3749,8.672,24982.5564,8.672,4694.9,8.672,6180.96
8.674,31.3197,8.674,24804.0638,8.674,4685,8.674,6169.08
8.676,31.3009,8.676,24489.6094,8.676,4676.01,8.676,6158.33
8.678,31.3187,8.678,24800.4615,8.678,4688.88,8.678,6181.79
8.68,31.3802,8.68,24733.8125,8.68,4679.88,8.68,6158.95
8.682,31.3737,8.682,24383.4896,8.682,4684.49,8.682,6174.33
8.684,31.376,8.684,24583.5222,8.684,4690.61,8.684,6177.8
8.686,31.3254,8.686,24505.5987,8.686,4677.05,8.686,6159.84
8.688,31.3468,8.688,24720.3713,8.688,4686.78,8.688,6170.02
8.69,31.3304,8.69,24348.4425,8.69,4681.87,8.69,6164.76
8.692,31.313,8.692,24328.2817,8.692,4674.92,8.692,6155.57
8.694,31.3034,8.694,24115.6796,8.694,4682.15,8.694,6166.88
8.696,31.3727,8.696,24720.6221,8.696,4696.12,8.696,6192.68
8.698,31.3095,8.698,24818.736,8.698,4683.07,8.698,6167.44
8.7,31.2452,8.7,24541.2282,8.7,4678.95,8.7,6170.52
8.702,31.2641,8.702,24105.0895,8.702,4671.58,8.702,6157.48
8.704,31.3533,8.704,24715.6118,8.704,4691.6,8.704,6182.38
8.706,31.2843,8.706,23637.3724,8.706,4667.37,8.706,6140.6
8.708,31.27,8.708,23942.1494,8.708,4676.68,8.708,6160.13
8.71,31.3104,8.71,24361.7459,8.71,4687.58,8.71,6181.4
8.712,31.317,8.712,24211.0167,8.712,4685.23,8.712,6166.19
8.714,31.3245,8.714,24591.2271,8.714,4683.76,8.714,6172.82
8.716,31.2718,8.716,24718.758,8.716,4688.27,8.716,6178.5
8.718,31.3456,8.718,24310.0218,8.718,4690.29,8.718,6183.75
8.72,31.3558,8.72,24232.3398,8.72,4690.25,8.72,6170.83
8.722,31.2943,8.722,24373.0724,8.722,4682.55,8.722,6167.91
8.724,31.2997,8.724,24310.3474,8.724,4681.98,8.724,6165.68
8.726,31.2526,8.726,24335.2395,8.726,4673.89,8.726,6152.34
8.728,31.3132,8.728,24779.5766,8.728,4691.23,8.728,6175.95
8.73,31.2596,8.73,24441.7153,8.73,4680.72,8.73,6168.95
8.732,31.2018,8.732,24118.867,8.732,4663.82,8.732,6147.67
8.734,31.3115,8.734,24637.199,8.734,4687.59,8.734,6174.66
8.736,31.2651,8.736,24235.0816,8.736,4675.78,8.736,6159.73
8.738,31.2892,8.738,24457.2052,8.738,4676.1,8.738,6155.05
8.74,31.2845,8.74,24904.0635,8.74,4684.62,8.74,6175.42
8.742,31.2591,8.742,24555.1031,8.742,4686.16,8.742,6176.07
8.744,31.3263,8.744,24630.9964,8.744,4693.75,8.744,6183.37
8.746,31.259,8.746,24575.518,8.746,4693.62,8.746,6187.16
8.748,31.2947,8.748,24478.3213,8.748,4687.38,8.748,6171.87
8.75,31.3447,8.75,24382.8876,8.75,4689.51,8.75,6183.25
8.752,31.2843,8.752,24011.8389,8.752,4697.77,8.752,6188.39
8.754,31.2592,8.754,24756.209,8.754,4683.24,8.754,6163.03
8.756,31.315,8.756,24703.5435,8.756,4694.19,8.756,6183.89
8.758,31.3731,8.758,24679.565,8.758,4701.74,8.758,6191.15
8.76,31.3618,8.76,24957.2006,8.76,4693.57,8.76,6174.29
8.762,31.373,8.762,24201.6957,8.762,4690.15,8.762,6173.98
8.764,31.4234,8.764,24543.9399,8.764,4697.44,8.764,6189.74
8.766,31.2989,8.766,24173.0459,8.766,4679.71,8.766,6169.79
8.768,31.297,8.768,24894.4213,8.768,4692.1,8.768,6182.49
8.77,31.3214,8.77,24612.6206,8.77,4693.33,8.77,6186.76
8.772,31.3619,8.772,24208.0246,8.772,4688.02,8.772,6176.34
8.774,31.388,8.774,24301.2905,8.774,4681.48,8.774,6171.27
8.776,31.3999,8.776,24637.5585,8.776,4683.91,8.776,6171.57
8.778,31.3898,8.778,24721.5521,8.778,4696.36,8.778,6195.24
8.78,31.34,8.78,24900.3092,8.78,4678.11,8.78,6163.83
8.782,31.3335,8.782,24378.8338,8.782,4686.72,8.782,6176.96
8.784,31.3706,8.784,24212.1346,8.784,4686.95,8.784,6172.56
8.786,31.4238,8.786,24488.76,8.786,4691.67,8.786,6174.3
8.788,31.4351,8.788,24846.1233,8.788,4700.18,8.788,6200.34
8.79,31.3569,8.79,24720.8138,8.79,4689.94,8.79,6178.87
8.792,31.318,8.792,24557.7925,8.792,4682.99,8.792,6167.1
8.794,31.2905,8.794,24413.66,8.794,4670.22,8.794,6150.2
8.796,31.3267,8.796,24459.6748,8.796,4692.37,8.796,6186.41
8.798,31.3362,8.798,24451.1753,8.798,4684.53,8.798,6169.93
8.8,31.2815,8.8,24649.4784,8.8,4675.34,8.8,6156.65
8.802,31.2015,8.802,24446.8875,8.802,4672.18,8.802,6153.81
8.804,31.2384,8.804,24633.6481,8.804,4675.47,8.804,6157.69
8.806,31.2682,8.806,24341.8316,8.806,4679.87,8.806,6165.26
8.808,31.3081,8.808,24415.4867,8.808,4682.49,8.808,6166.18
8.81,31.3653,8.81,24566.1583,8.81,4699.42,8.81,6185.87
8.812,31.3216,8.812,24600.882,8.812,4681.51,8.812,6169.08
8.814,31.3056,8.814,24531.2853,8.814,4684.38,8.814,6172.74
8.816,31.3171,8.816,24423.4762,8.816,4687.6,8.816,6173.05
8.818,31.271,8.818,24174.7039,8.818,4682.12,8.818,6170.57
8.82,31.3049,8.82,24481.9152,8.82,4678.42,8.82,6155.83
8.822,31.3153,8.822,24529.8955,8.822,4687.05,8.822,6166.44
8.824,31.3008,8.824,24653.9718,8.824,4692.62,8.824,6173.78
8.826,31.2808,8.826,24445.5512,8.826,4682.21,8.826,6165.73
8.828,31.3608,8.828,24775.4313,8.828,4689.25,8.828,6174.3
