title,p27 - MD results - multiple x,,,,,,
plot_type,grid-line,,,,,,
x_label,Time (ns),,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000
label,Radius of Gyration,,Surface Area,,PA,,EHSS
y_labels,Rg (AA),,SASA (A^2),,CCS (A^2),,CCS (A^2)
label_unit,A,,A2,,A2,,A2
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y
8.83,31.3153,8.83,24342.0659,8.83,4678.5,8.83,6159.46
8.832,31.3799,8.832,24745.3037,8.832,4697.57,8.832,6188.51
8.834,31.3385,8.834,25013.875,8.834,4684.52,8.834,6173.05
8.836,31.3494,8.836,24492.2497,8.836,4682.62,8.836,6161
8.838,31.2845,8.838,24552.3416,8.838,4669.78,8.838,6148.9
8.84,31.3675,8.84,24583.3332,8.84,4684.51,8.84,6168.67
8.842,31.3608,8.842,24831.6452,8.842,4695.57,8.842,6190.83
8.844,31.4539,8.844,25278.2515,8.844,4703.33,8.844,6201.97
8.846,31.4178,8.846,24683.3388,8.846,4679.27,8.846,6167.59
8.848,31.3895,8.848,24804.838,8.848,4691,8.848,6184.32
8.85,31.3805,8.85,24515.1193,8.85,4687.12,8.85,6176.38
8.852,31.3585,8.852,24184.693,8.852,4676.89,8.852,6156.21
8.854,31.3525,8.854,24316.422,8.854,4679.91,8.854,6168.83
8.856,31.2953,8.856,23954.3735,8.856,4666.1,8.856,6141.23
8.858,31.2961,8.858,24576.5293,8.858,4682.69,8.858,6167.53
8.86,31.309,8.86,24272.8126,8.86,4672.22,8.86,6153.31
8.862,31.3363,8.862,24710.7033,8.862,4679.56,8.862,6165.87
8.864,31.3217,8.864,24547.0918,8.864,4682.96,8.864,6173.06
8.866,31.3104,8.866,24703.4776,8.866,4679.73,8.866,6164.76
8.868,31.2813,8.868,24413.3457,8.868,4676.25,8.868,6159.67
8.87,31.3887,8.87,24953.207,8.87,4689.17,8.87,6177.06
8.872,31.3304,8.872,24171.6601,8.872,4673.49,8.872,6161.09
8.874,31.3185,8.874,24577.6264,8.874,4682.01,8.874,6169.18
8.876,31.3947,8.876,24579.6724,8.876,4689.71,8.876,6172.24
8.878,31.3697,8.878,24368.3432,8.878,4690.12,8.878,6180.7
8.88,31.3411,8.88,24486.8149,8.88,4678.07,8.88,6166.45
8.882,31.3633,8.882,24480.5994,8.882,4688.34,8.882,6180.1
8.884,31.4216,8.884,24430.0683,8.884,4697.39,8.884,6192.53
8.886,31.4467,8.886,24616.039,8.886,4695.61,8.886,6186.47
8.888,31.3788,8.888,25016.0971,8.888,4693.15,8.888,6185.16
8.89,31.3271,8.89,24309.6014,8.89,4681.52,8.89,6165.67
8.892,31.3194,8.892,24306.3418,8.892,4688.72,8.892,6179.77
8.894,31.3304,8.894,24258.2965,8.894,4682.74,8.894,6170.73
8.896,31.3135,8.896,24525.4239,8.896,4676.07,8.896,6160.68
8.898,31.3583,8.898,24576.8097,8.898,4672.09,8.898,6151.06
8.9,31.3825,8.9,24771.6566,8.9,4688.35,8.9,6176.9
8.902,31.2625,8.902,24123.6748,8.902,4668.53,8.902,6151.09
8.904,31.3303,8.904,24235.4259,8.904,4688.37,8.904,6181.5
8.906,31.3115,8.906,24514.0437,8.906,4681.3,8.906,6168.52
8.908,31.2496,8.908,24100.8734,8.908,4667.04,8.908,6141.51
8.91,31.1887,8.91,24004.1002,8.91,4664.35,8.91,6138.04
8.912,31.2522,8.912,24480.0136,8.912,4677.11,8.912,6159.46
8.914,31.3629,8.914,24797.925,8.914,4682.56,8.914,6164.68
8.916,31.3166,8.916,24385.1438,8.916,4676,8.916,6155.28
8.918,31.3416,8.918,24402.2681,8.918,4676.15,8.918,6156.85
8.92,31.342,8.92,24524.2139,8.92,4685.02,8.92,6170.34
8.922,31.3071,8.922,24575.6311,8.922,4678.17,8.922,6163.18
8.924,31.3041,8.924,24579.8716,8.924,4681.16,8.924,6166.29
8.926,31.3085,8.926,24534.779,8.926,4682.01,8.926,6166.9
8.928,31.4004,8.928,24390.6789,8.928,4688.34,8.928,6179.89
8.93,31.3909,8.93,24395.6846,8.93,4683.36,8.93,6175.2
8.932,31.3819,8.932,24590.7175,8.932,4694.72,8.932,6188.2
8.934,31.2965,8.934,24094.7144,8.934,4679.42,8.934,6158.97
8.936,31.3283,8.936,24389.353,8.936,4677.04,8.936,6161.49
8.938,31.3661,8.938,24006.2122,8.938,4674.08,8.938,6154.68
8.94,31.3055,8.94,23979.1191,8.94,4665.96,8.94,6149.23
8.942,31.3335,8.942,24593.9344,8.942,4679.73,8.942,6155.58
8.944,31.3182,8.944,24381.159,8.944,4682.64,8.944,6165.38
8.946,31.2531,8.946,24130.0504,8.946,4657.37,8.946,6128.31
8.948,31.3568,8.948,24782.6307,8.948,4684.92,8.948,6176.51
8.95,31.3496,8.95,24038.7288,8.95,4682.27,8.95,6167.73
8.952,31.3239,8.952,24197.8159,8.952,4674.66,8.952,6158.57
8.954,31.3607,8.954,24009.2195,8.954,4684.15,8.954,6170.36
8.956,31.4179,8.956,24556.8734,8.956,4683.86,8.956,6168.01
8.958,31.2963,8.958,24093.8038,8.958,4668.82,8.958,6155.27
8.96,31.2717,8.96,24799.7482,8.96,4678.34,8.96,6162.76
8.962,31.2738,8.962,23934.9816,8.962,4670.16,8.962,6151.58
8.964,31.4028,8.964,24583.117,8.964,4689.64,8.964,6179.34
8.966,31.4364,8.966,24518.181,8.966,4689.97,8.966,6177.27
8.968,31.3922,8.968,24273.6057,8.968,4680.82,8.968,6169.98
8.97,31.4458,8.97,24909.5318,8.97,4691.91,8.97,6178.1
8.972,31.3423,8.972,24279.7872,8.972,4678.35,8.972,6158.24
8.974,31.3098,8.974,24417.3836,8.974,4680.93,8.974,6171.23
8.976,31.3696,8.976,24414.6458,8.976,4685.41,8.976,6170.01
8.978,31.3932,8.978,24304.8629,8.978,4693.8,8.978,6189
8.98,31.3941,8.98,24752.0987,8.98,4681.2,8.98,6159.9
8.982,31.4109,8.982,24096.1873,8.982,4691.08,8.982,6181.75
8.984,31.3746,8.984,24022.3491,8.984,4679.58,8.984,6164.44
8.986,31.3426,8.986,24479.4267,8.986,4683.7,8.986,6168.29
8.988,31.332,8.988,24137.8457,8.988,4676.43,8.988,6162.46
8.99,31.2716,8.99,24168.7151,8.99,4675.21,8.99,6160.72
8.992,31.3363,8.992,24236.7922,8.992,4681.74,8.992,6171.95
8.994,31.2668,8.994,24139.5973,8.994,4665.45,8.994,6147.07
8.996,31.3262,8.996,24654.6068,8.996,4691.26,8.996,6183.56
8.998,31.2845,8.998,24858.2964,8.998,4681.11,8.998,6163.78
9,31.2845,9,24758.3764,9,4680.41,9,6166.75
9.002,31.3399,9.002,24578.1586,9.002,4689.77,9.002,6181.36
9.004,31.3724,9.004,24775.838,9.004,4699.07,9.004,6195.21
9.006,31.3838,9.006,24981.3249,9.006,4694.84,9.006,6188.89
9.008,31.3896,9.008,24652.5563,9.008,4694.31,9.008,6183.47
9.01,31.4793,9.01,25205.701,9.01,4707.91,9.01,6205.18
9.012,31.3943,9.012,24512.5312,9.012,4691.17,9.012,6180.53
9.014,31.292,9.014,24098.9283,9.014,4674.81,9.014,6161.48
9.016,31.3292,9.016,24490.0488,9.016,4672.35,9.016,6155.29
9.018,31.3099,9.018,24123.5989,9.018,4684.08,9.018,6174.94
9.02,31.271,9.02,24192.6687,9.02,4680.61,9.02,6168.87
9.022,31.344,9.022,24539.0548,9.022,4680.13,9.022,6171.25
9.024,31.49,9.024,24930.4624,9.024,4699.65,9.024,6190.31
9.026,31.4694,9.026,24735.654,9.026,4691.86,9.026,6181.82
9.028,31.4464,9.028,24802.0313,9.028,4698.07,9.028,6189.49
9.03,31.3965,9.03,24566.8864,9.03,4690.19,9.03,6171.07
9.032,31.336,9.032,24855.9389,9.032,4682.72,9.032,6164.08
9.034,31.3598,9.034,24178.8048,9.034,4674.21,9.034,6161.1
9.036,31.4141,9.036,24582.6579,9.036,4685.07,9.036,6167.45
9.038,31.3724,9.038,24956.7127,9.038,4685.11,9.038,6167.68
9.04,31.3368,9.04,24526.8591,9.04,4673.83,9.04,6159.16
9.042,31.3678,9.042,24633.8107,9.042,4690.67,9.042,6177.52
9.044,31.3024,9.044,24136.8195,9.044,4670.66,9.044,6150.05
9.046,31.2553,9.046,23979.2103,9.046,4662.03,9.046,6138.19
9.048,31.2332,9.048,23746.1151,9.048,4663.47,9.048,6135.13
9.05,31.2854,9.05,24532.1574,9.05,4666.74,9.05,6146
9.052,31.3525,9.052,24631.1346,9.052,4683.73,9.052,6166.12
9.054,31.3236,9.054,24464.7698,9.054,4665.5,9.054,6133.14
9.056,31.3395,9.056,24166.4145,9.056,4669.74,9.056,6149.25
9.058,31.3641,9.058,24468.4219,9.058,4675.39,9.058,6151.66
9.06,31.3388,9.06,24933.7003,9.06,4670.83,9.06,6146.69
9.062,31.3045,9.062,24482.8616,9.062,4673.43,9.062,6150.59
9.064,31.3082,9.064,24572.07,9.064,4674.74,9.064,6154.83
9.066,31.2707,9.066,23999.26,9.066,4667.02,9.066,6145.61
9.068,31.4168,9.068,24948.2338,9.068,4695.9,9.068,6193
9.07,31.3942,9.07,24804.1363,9.07,4689.4,9.07,6175.95
9.072,31.3523,9.072,24518.193,9.072,4680.35,9.072,6160.32
9.074,31.3704,9.074,24659.6193,9.074,4686.71,9.074,6175.14
9.076,31.4081,9.076,24905.1285,9.076,4699.28,9.076,6192.42
9.078,31.4312,9.078,24613.9058,9.078,4684.63,9.078,6176.18
9.08,31.4184,9.08,24637.1219,9.08,4680.22,9.08,6168.36
9.082,31.4113,9.082,24847.5944,9.082,4696.27,9.082,6186.44
9.084,31.4211,9.084,24501.9704,9.084,4694.5,9.084,6182.96
9.086,31.4389,9.086,24834.6345,9.086,4687.18,9.086,6169.62
9.088,31.4407,9.088,24475.5786,9.088,4686.64,9.088,6175.22
9.09,31.349,9.09,24637.8972,9.09,4683.6,9.09,6167.28
9.092,31.4126,9.092,24925.8627,9.092,4689.04,9.092,6173.04
9.094,31.4633,9.094,24774.5708,9.094,4694.15,9.094,6183.09
9.096,31.4333,9.096,24929.1105,9.096,4678.99,9.096,6159.38
9.098,31.3677,9.098,24512.8025,9.098,4684.54,9.098,6173.61
9.1,31.363,9.1,24856.7589,9.1,4672.73,9.1,6144.27
9.102,31.4037,9.102,25077.3483,9.102,4687.89,9.102,6171.39
9.104,31.4315,9.104,24788.0542,9.104,4690.44,9.104,6170.4
9.106,31.4155,9.106,25011.1796,9.106,4680.81,9.106,6154.35
9.108,31.4059,9.108,24646.7624,9.108,4678.61,9.108,6157.59
9.11,31.3477,9.11,24521.0184,9.11,4676.18,9.11,6149.61
9.112,31.3818,9.112,24587.9867,9.112,4683.91,9.112,6156.61
9.114,31.4141,9.114,24581.1792,9.114,4689.73,9.114,6172.02
9.116,31.3935,9.116,24293.3078,9.116,4678.9,9.116,6158.75
9.118,31.4212,9.118,23841.4654,9.118,4672.54,9.118,6138.67
9.12,31.4666,9.12,24714.6035,9.12,4681.62,9.12,6157.77
9.122,31.3525,9.122,24296.3342,9.122,4680.29,9.122,6155.47
9.124,31.3898,9.124,24935.3409,9.124,4676.77,9.124,6145.19
9.126,31.3712,9.126,24561.1561,9.126,4682.27,9.126,6169.47
9.128,31.358,9.128,24709.7156,9.128,4678.91,9.128,6159.52
9.13,31.3696,9.13,24499.1709,9.13,4679.76,9.13,6160.92
9.132,31.3519,9.132,24727.1924,9.132,4678.83,9.132,6162.31
9.134,31.4638,9.134,24403.5765,9.134,4686.6,9.134,6163.12
9.136,31.4249,9.136,24469.7937,9.136,4676.01,9.136,6156.55
9.138,31.3599,9.138,24268.8478,9.138,4673.33,9.138,6153.8
9.14,31.3421,9.14,24664.0577,9.14,4667.81,9.14,6144.2
9.142,31.3577,9.142,24806.7534,9.142,4680.08,9.142,6167.11
9.144,31.2947,9.144,24294.3208,9.144,4665.77,9.144,6140.45
9.146,31.2896,9.146,23865.0256,9.146,4662.78,9.146,6142.06
9.148,31.3504,9.148,24687.7049,9.148,4675.99,9.148,6148.23
9.15,31.3514,9.15,24235.0172,9.15,4674.85,9.15,6153.74
9.152,31.3381,9.152,24522.7583,9.152,4671,9.152,6151.82
9.154,31.2966,9.154,24311.3098,9.154,4664.78,9.154,6133.42
9.156,31.3007,9.156,24048.1089,9.156,4663.63,9.156,6138.4
9.158,31.4047,9.158,24807.5569,9.158,4682.66,9.158,6166.69
9.16,31.4832,9.16,24589.2937,9.16,4689.97,9.16,6170.44
9.162,31.4504,9.162,24905.7589,9.162,4701.48,9.162,6197.66
9.164,31.4391,9.164,24444.6568,9.164,4683.67,9.164,6159.8
9.166,31.3594,9.166,24860.4332,9.166,4679.42,9.166,6167.71
9.168,31.4236,9.168,24600.6949,9.168,4694.17,9.168,6180.01
9.17,31.4061,9.17,24937.4029,9.17,4682.1,9.17,6165.16
9.172,31.4336,9.172,24572.777,9.172,4685.58,9.172,6173.68
9.174,31.4141,9.174,24424.8081,9.174,4678.23,9.174,6157.44
9.176,31.3103,9.176,23695.2419,9.176,4667.41,9.176,6146.39
9.178,31.284,9.178,23747.8674,9.178,4652.96,9.178,6125.01
9.18,31.3047,9.18,24622.0353,9.18,4672.9,9.18,6148.93
9.182,31.3323,9.182,24050.9354,9.182,4659.68,9.182,6127.47
9.184,31.3364,9.184,24299.3599,9.184,4672.23,9.184,6151.61
9.186,31.3367,9.186,24289.8576,9.186,4668.63,9.186,6142.92
9.188,31.4232,9.188,24582.4803,9.188,4684.37,9.188,6170.42
9.19,31.498,9.19,24111.6956,9.19,4676.01,9.19,6152.04
9.192,31.4502,9.192,24406.8272,9.192,4684.3,9.192,6161.62
9.194,31.4338,9.194,24431.7437,9.194,4676.39,9.194,6149.3
9.196,31.4178,9.196,24551.5537,9.196,4674.29,9.196,6149.72
9.198,31.3274,9.198,24105.9343,9.198,4665.82,9.198,6135.92
9.2,31.2908,9.2,24064.0588,9.2,4660.38,9.2,6130.62
9.202,31.3436,9.202,24291.4486,9.202,4676.67,9.202,6145.53
9.204,31.4091,9.204,23956.6914,9.204,4677.22,9.204,6159.95
9.206,31.4941,9.206,24584.8024,9.206,4689.75,9.206,6167.39
9.208,31.4282,9.208,24642.8146,9.208,4692.03,9.208,6180.59
9.21,31.388,9.21,24319.3925,9.21,4671.15,9.21,6147.3
9.212,31.4417,9.212,24758.8392,9.212,4680.14,9.212,6155.25
9.214,31.3576,9.214,24168.4818,9.214,4670.69,9.214,6148.07
9.216,31.3422,9.216,24229.3949,9.216,4666.51,9.216,6138.26
9.218,31.404,9.218,24597.6738,9.218,4677.68,9.218,6163.36
9.22,31.3725,9.22,23848.3479,9.22,4669.87,9.22,6138.25
9.222,31.4166,9.222,24005.0678,9.222,4667.1,9.222,6140.68
9.224,31.4076,9.224,24151.9418,9.224,4667.64,9.224,6143.51
9.226,31.3905,9.226,24452.7986,9.226,4668.16,9.226,6137.6
9.228,31.3249,9.228,24251.3907,9.228,4650.21,9.228,6104.76
9.23,31.2845,9.23,24237.3434,9.23,4657.94,9.23,6126.7
9.232,31.2916,9.232,23678.4683,9.232,4650.11,9.232,6111.27
9.234,31.3314,9.234,24306.964,9.234,4668.81,9.234,6140.76
9.236,31.3195,9.236,24305.5831,9.236,4662.27,9.236,6133.3
9.238,31.2584,9.238,23853.27,9.238,4655.21,9.238,6123.43
9.24,31.3494,9.24,24702.8044,9.24,4666.01,9.24,6139.61
9.242,31.3881,9.242,24186.071,9.242,4670.21,9.242,6146.39
9.244,31.3428,9.244,24283.0308,9.244,4665.77,9.244,6140.59
9.246,31.2591,9.246,24033.5069,9.246,4653.85,9.246,6128.25
9.248,31.2147,9.248,23656.3749,9.248,4652.69,9.248,6127.28
9.25,31.2493,9.25,24100.2092,9.25,4654.6,9.25,6121.74
9.252,31.3418,9.252,23664.5991,9.252,4655.15,9.252,6120.5
9.254,31.3551,9.254,24236.2994,9.254,4661.9,9.254,6132.74
9.256,31.3283,9.256,24699.0559,9.256,4674.46,9.256,6150.18
9.258,31.3278,9.258,24243.8088,9.258,4667.08,9.258,6139.06
9.26,31.2362,9.26,23802.9934,9.26,4644.46,9.26,6107.22
9.262,31.3749,9.262,24269.1052,9.262,4677.21,9.262,6160.91
9.264,31.4175,9.264,24248.5655,9.264,4674.97,9.264,6149.61
9.266,31.4427,9.266,24427.0098,9.266,4674.85,9.266,6149.65
9.268,31.3079,9.268,23854.2227,9.268,4663.18,9.268,6145.12
9.27,31.31,9.27,23902.0755,9.27,4662.09,9.27,6130.71
9.272,31.3201,9.272,23914.5607,9.272,4658.53,9.272,6130.53
9.274,31.3357,9.274,23811.4518,9.274,4659.47,9.274,6125.91
9.276,31.3657,9.276,24004.4645,9.276,4660.83,9.276,6131.62
9.278,31.3249,9.278,24226.115,9.278,4656.01,9.278,6118.94
9.28,31.331,9.28,23926.0619,9.28,4655.27,9.28,6122.79
9.282,31.324,9.282,24039.2305,9.282,4664.87,9.282,6135.67
9.284,31.2527,9.284,24128.4756,9.284,4654.13,9.284,6120.77
9.286,31.2524,9.286,24017.6665,9.286,4662.24,9.286,6133.97
9.288,31.1821,9.288,24149.8235,9.288,4655.1,9.288,6122.5
9.29,31.2357,9.29,24138.9737,9.29,4654.19,9.29,6118.03
9.292,31.2479,9.292,24693.5663,9.292,4662.32,9.292,6136.14
9.294,31.265,9.294,24320.3935,9.294,4655.11,9.294,6122.82
9.296,31.3038,9.296,24060.5874,9.296,4656.95,9.296,6127.43
9.298,31.3295,9.298,24107.3979,9.298,4657.95,9.298,6124.58
9.3,31.3716,9.3,23778.1579,9.3,4663.31,9.3,6137.45
9.302,31.4026,9.302,24209.9021,9.302,4664.99,9.302,6134.15
9.304,31.413,9.304,23891.0013,9.304,4670.25,9.304,6140.3
9.306,31.2967,9.306,23383.9832,9.306,4637.55,9.306,6092.17
9.308,31.3466,9.308,24443.3192,9.308,4668.83,9.308,6142.39
9.31,31.4042,9.31,24491.4477,9.31,4679.57,9.31,6158.7
9.312,31.3089,9.312,23613.9931,9.312,4652.28,9.312,6118.49
9.314,31.3079,9.314,23697.1739,9.314,4657.17,9.314,6124.73
9.316,31.3397,9.316,24073.1611,9.316,4664.3,9.316,6130.84
9.318,31.3538,9.318,24287.8284,9.318,4686.42,9.318,6175.1
9.32,31.3744,9.32,24556.1362,9.32,4678.24,9.32,6151.65
9.322,31.3833,9.322,23771.4082,9.322,4675.04,9.322,6150.4
9.324,31.3569,9.324,23818.7859,9.324,4669.8,9.324,6144.64
9.326,31.3903,9.326,24394.719,9.326,4684.76,9.326,6164
9.328,31.3693,9.328,23885.9398,9.328,4671.05,9.328,6145.59
9.33,31.3654,9.33,24212.4048,9.33,4676.93,9.33,6158.33
9.332,31.4405,9.332,24313.5019,9.332,4680.14,9.332,6156.27
9.334,31.4104,9.334,24527.0068,9.334,4683.38,9.334,6161.84
9.336,31.3958,9.336,24256.3321,9.336,4676.02,9.336,6150.96
9.338,31.3683,9.338,23867.1996,9.338,4668.85,9.338,6138.4
9.34,31.2763,9.34,23905.9727,9.34,4656.2,9.34,6115.87
9.342,31.3521,9.342,24214.8954,9.342,4670.04,9.342,6144.6
9.344,31.3369,9.344,23732.9464,9.344,4666.82,9.344,6140.62
9.346,31.3325,9.346,24334.7493,9.346,4673.4,9.346,6146.74
9.348,31.372,9.348,23732.7599,9.348,4667.82,9.348,6139.22
9.35,31.3382,9.35,23706.9309,9.35,4654.09,9.35,6124.43
9.352,31.2963,9.352,23875.0347,9.352,4660.44,9.352,6134.99
9.354,31.3022,9.354,23936.1368,9.354,4659.72,9.354,6125.7
9.356,31.3965,9.356,24165.7616,9.356,4670.34,9.356,6141.41
9.358,31.4113,9.358,24432.9838,9.358,4678.18,9.358,6161.49
9.36,31.4313,9.36,24863.0942,9.36,4690.7,9.36,6178.18
9.362,31.319,9.362,24044.2622,9.362,4663.52,9.362,6135.91
9.364,31.3182,9.364,24204.1608,9.364,4674.74,9.364,6155.78
9.366,31.3502,9.366,24298.1038,9.366,4669.55,9.366,6142.92
9.368,31.3266,9.368,24499.3208,9.368,4672.86,9.368,6154.22
9.37,31.3497,9.37,24013.464,9.37,4669.39,9.37,6145.18
9.372,31.3551,9.372,24200.3517,9.372,4678.33,9.372,6161.22
9.374,31.345,9.374,23980.2091,9.374,4654.59,9.374,6122.17
9.376,31.3367,9.376,24116.291,9.376,4663.02,9.376,6133.55
9.378,31.2623,9.378,23833.1368,9.378,4661.11,9.378,6136.11
9.38,31.2641,9.38,23978.0869,9.38,4649.84,9.38,6114.95
9.382,31.3083,9.382,24075.7726,9.382,4663.48,9.382,6134.51
9.384,31.2675,9.384,24015.1259,9.384,4651.54,9.384,6126.07
9.386,31.3439,9.386,24221.221,9.386,4666.3,9.386,6144.82
9.388,31.407,9.388,24282.4026,9.388,4666.89,9.388,6143.62
9.39,31.3886,9.39,24324.6678,9.39,4674.13,9.39,6147.46
9.392,31.3718,9.392,24253.9484,9.392,4676.27,9.392,6156.02
9.394,31.3106,9.394,23991.3791,9.394,4660.11,9.394,6134.61
9.396,31.3505,9.396,24112.9684,9.396,4666.76,9.396,6140.88
9.398,31.448,9.398,25206.3111,9.398,4702.08,9.398,6191.06
9.4,31.3962,9.4,24542.136,9.4,4664.31,9.4,6140.81
9.402,31.3505,9.402,24353.2248,9.402,4661.54,9.402,6133.51
9.404,31.3628,9.404,24010.3775,9.404,4665.46,9.404,6144.24
9.406,31.3479,9.406,24491.5305,9.406,4667.83,9.406,6138.69
9.408,31.3523,9.408,24610.598,9.408,4671.51,9.408,6152.12
9.41,31.3538,9.41,23842.5588,9.41,4659.56,9.41,6128.97
9.412,31.3663,9.412,23806.7788,9.412,4665.18,9.412,6140.44
9.414,31.3192,9.414,24464.3714,9.414,4669.03,9.414,6150.11
9.416,31.2582,9.416,24182.1918,9.416,4662.41,9.416,6140.19
9.418,31.3158,9.418,24410.4106,9.418,4671.58,9.418,6149.72
9.42,31.3631,9.42,24162.1838,9.42,4676.41,9.42,6157.73
9.422,31.3148,9.422,23782.2375,9.422,4658,9.422,6127.73
9.424,31.3154,9.424,24238.8762,9.424,4665.07,9.424,6139.8
9.426,31.3132,9.426,24099.1506,9.426,4667.47,9.426,6142.57
9.428,31.3866,9.428,23968.4844,9.428,4671.72,9.428,6145.26
9.43,31.3392,9.43,23754.8243,9.43,4658.52,9.43,6128.7
9.432,31.4449,9.432,24455.3837,9.432,4679.03,9.432,6153.46
9.434,31.4327,9.434,24580.5763,9.434,4684.54,9.434,6170.81
9.436,31.3741,9.436,23929.9298,9.436,4667.78,9.436,6149.78
9.438,31.3728,9.438,24361.6539,9.438,4675.7,9.438,6157.35
9.44,31.2964,9.44,24076.0727,9.44,4649.68,9.44,6119.77
9.442,31.3268,9.442,23878.6067,9.442,4659.08,9.442,6131.16
9.444,31.3953,9.444,24165.2001,9.444,4660.45,9.444,6134.51
9.446,31.4092,9.446,24304.1969,9.446,4680.02,9.446,6162.67
9.448,31.3674,9.448,23876.425,9.448,4670.82,9.448,6153.44
9.45,31.3449,9.45,23865.3336,9.45,4671.98,9.45,6151.81
9.452,31.3502,9.452,24084.2055,9.452,4670.63,9.452,6148.51
9.454,31.3146,9.454,24227.5049,9.454,4658.83,9.454,6132.71
9.456,31.2365,9.456,24069.516,9.456,4653.24,9.456,6128.77
9.458,31.2565,9.458,24067.33,9.458,4664.3,9.458,6140
9.46,31.3316,9.46,24161.9742,9.46,4665.11,9.46,6145.62
9.462,31.3508,9.462,24362.8633,9.462,4666.43,9.462,6142.93
9.464,31.3728,9.464,24187.9036,9.464,4669.08,9.464,6146.29
9.466,31.3397,9.466,23929.6816,9.466,4661.61,9.466,6130.29
9.468,31.3569,9.468,24091.9637,9.468,4663.53,9.468,6138.26
9.47,31.3659,9.47,24311.8149,9.47,4667.54,9.47,6148.56
9.472,31.3362,9.472,23918.2247,9.472,4661.27,9.472,6136.67
9.474,31.2763,9.474,24424.1617,9.474,4668.38,9.474,6154.37
9.476,31.3862,9.476,23812.3433,9.476,4665.1,9.476,6135.15
9.478,31.387,9.478,24557.4241,9.478,4665.71,9.478,6138.26
9.48,31.3018,9.48,24190.6734,9.48,4657.93,9.48,6130.45
9.482,31.2442,9.482,23791.1011,9.482,4652.28,9.482,6123.89
9.484,31.2637,9.484,24157.9004,9.484,4659.41,9.484,6135.22
9.486,31.3399,9.486,24868.4726,9.486,4667.34,9.486,6145.05
9.488,31.4346,9.488,24505.9365,9.488,4687.15,9.488,6172.67
9.49,31.3475,9.49,23977.5394,9.49,4659.04,9.49,6133.31
9.492,31.4281,9.492,24539.0253,9.492,4674.54,9.492,6152.69
9.494,31.3814,9.494,24377.2638,9.494,4679.04,9.494,6164.75
9.496,31.3757,9.496,24219.7072,9.496,4669.61,9.496,6147.62
9.498,31.3082,9.498,24330.244,9.498,4662.44,9.498,6134.53
9.5,31.2987,9.5,24241.6717,9.5,4664.98,9.5,6142.05
9.502,31.3541,9.502,24602.6134,9.502,4672.22,9.502,6150.39
9.504,31.3959,9.504,24129.0694,9.504,4671.06,9.504,6152.91
9.506,31.4392,9.506,24559.2478,9.506,4681.65,9.506,6162.46
9.508,31.5139,9.508,24477.2517,9.508,4683.87,9.508,6164.16
9.51,31.4213,9.51,24515.7156,9.51,4678.15,9.51,6157.81
9.512,31.3862,9.512,24584.515,9.512,4676.58,9.512,6160.05
9.514,31.3102,9.514,23935.4851,9.514,4658.69,9.514,6127.13
9.516,31.3554,9.516,24157.9034,9.516,4658.38,9.516,6130.57
9.518,31.3572,9.518,23849.9726,9.518,4672.66,9.518,6150.43
9.52,31.3685,9.52,24287.2296,9.52,4669.27,9.52,6142.57
9.522,31.4283,9.522,24407.9279,9.522,4670.3,9.522,6147.26
9.524,31.3556,9.524,24220.6358,9.524,4658.48,9.524,6130.17
9.526,31.2682,9.526,23984.6472,9.526,4654.77,9.526,6121.96
9.528,31.3558,9.528,23929.2117,9.528,4662.42,9.528,6132.99
9.53,31.4378,9.53,24450.0346,9.53,4678.3,9.53,6157.88
9.532,31.3816,9.532,24382.8847,9.532,4664.19,9.532,6142.27
9.534,31.3839,9.534,24516.1998,9.534,4675.8,9.534,6153.53
9.536,31.3498,9.536,24199.4334,9.536,4667.13,9.536,6137.57
9.538,31.321,9.538,23561.0341,9.538,4660.99,9.538,6133.35
9.54,31.365,9.54,24707.4652,9.54,4669.3,9.54,6137.23
9.542,31.4325,9.542,24562.3056,9.542,4682.53,9.542,6166.19
9.544,31.4126,9.544,24345.092,9.544,4676.41,9.544,6161.08
9.546,31.3883,9.546,24073.8981,9.546,4667.5,9.546,6138.86
9.548,31.4067,9.548,24157.4008,9.548,4668.76,9.548,6139.45
9.55,31.3293,9.55,23653.1246,9.55,4660.2,9.55,6135.68
9.552,31.3037,9.552,24160.7575,9.552,4668.19,9.552,6139.75
9.554,31.3556,9.554,24320.5359,9.554,4669.57,9.554,6143.87
9.556,31.3365,9.556,24100.1953,9.556,4678.71,9.556,6155.26
9.558,31.4015,9.558,24416.2897,9.558,4685.51,9.558,6169.07
9.56,31.2342,9.56,23383.3354,9.56,4656.34,9.56,6127.49
9.562,31.2495,9.562,24028.4448,9.562,4657.68,9.562,6125.62
9.564,31.2565,9.564,23934.9952,9.564,4665.77,9.564,6142.22
9.566,31.222,9.566,23874.289,9.566,4659.9,9.566,6137.52
9.568,31.2421,9.568,24381.7569,9.568,4660.06,9.568,6140.4
9.57,31.2953,9.57,23765.5862,9.57,4659.39,9.57,6130.73
9.572,31.3616,9.572,24078.1371,9.572,4669.56,9.572,6141.44
9.574,31.3475,9.574,24170.2221,9.574,4670.34,9.574,6145.13
9.576,31.3928,9.576,24594.8602,9.576,4668.44,9.576,6144.94
9.578,31.3396,9.578,23830.6997,9.578,4671.4,9.578,6150.3
